2m,4m,6m,mm (onlyライブたたき=>1エレガントのセット)
3,6,9,6,111762
2,9,6,7,111768
9,7,4,3,111774
8,6,8,1,111792
7,9,5,2,111798
8,2,5,9,111804
7,5,2,10,111810
6,8,9,0,111816
7,1,9,7,111822
6,4,6,8,111828
5,7,3,9,111834
4,6,7,7,111852
3,9,4,8,111858
2,8,8,6,111876
9,6,6,2,111882
8,9,3,3,111888
9,2,3,10,111894
7,8,7,1,111906
8,1,7,8,111912
7,4,4,9,111918
6,7,1,10,111924
6,3,8,7,111936
5,6,5,8,111942
4,9,2,9,111948
4,5,9,6,111960
3,8,6,7,111966
9,9,1,4,111978
9,5,8,1,111990
8,8,5,2,111996
9,1,5,9,112002
8,4,2,10,112008
7,7,9,0,112014
8,0,9,7,112020
7,3,6,8,112026
6,6,3,9,112032
5,9,0,10,112038
5,5,7,7,112050
4,8,4,8,112056
3,7,8,6,112074
9,8,3,3,112086
1,9,9,5,112098
8,7,7,1,112104
9,0,7,8,112110
8,3,4,9,112116
7,6,1,10,112122
6,9,8,0,112128
7,2,8,7,112134
6,5,5,8,112140
5,8,2,9,112146
5,4,9,6,112158
4,7,6,7,112164
2,9,7,6,112188
9,7,5,2,112194
9,3,2,10,112206
8,6,9,0,112212
7,9,6,1,112218
8,2,6,8,112224
7,5,3,9,112230
6,8,0,10,112236
6,4,7,7,112248
5,7,4,8,112254
4,6,8,6,112272
3,9,5,7,112278
2,8,9,5,112296
9,6,7,1,112302
8,9,4,2,112308
9,2,4,9,112314
8,5,1,10,112320
7,8,8,0,112326
8,1,8,7,112332
7,4,5,8,112338
6,7,2,9,112344
6,3,9,6,112356
5,6,6,7,112362
4,9,3,8,112368
3,8,7,6,112386
9,9,2,3,112398
9,5,9,0,112410
8,8,6,1,112416
9,1,6,8,112422
8,4,3,9,112428
7,7,0,10,112434
7,3,7,7,112446
6,6,4,8,112452
5,9,1,9,112458
5,5,8,6,112470
4,8,5,7,112476
3,7,9,5,112494
9,8,4,2,112506
9,4,1,10,112518
8,7,8,0,112524
9,0,8,7,112530
8,3,5,8,112536
7,6,2,9,112542
7,2,9,6,112554
6,5,6,7,112560
5,8,3,8,112566
4,7,7,6,112584
2,9,8,5,112608
9,7,6,1,112614
9,3,3,9,112626
8,6,0,10,112632
7,9,7,0,112638
8,2,7,7,112644
7,5,4,8,112650
6,8,1,9,112656
6,4,8,6,112668
5,7,5,7,112674
4,6,9,5,112692
3,9,6,6,112698
9,6,8,0,112722
8,9,5,1,112728
9,2,5,8,112734
8,5,2,9,112740
8,1,9,6,112752
7,4,6,7,112758
6,7,3,8,112764
5,6,7,6,112782
4,9,4,7,112788
3,8,8,5,112806
9,9,3,2,112818
9,5,0,10,112830
8,8,7,0,112836
9,1,7,7,112842
8,4,4,8,112848
7,7,1,9,112854
0,5,10,10,112860
7,3,8,6,112866
6,6,5,7,112872
5,9,2,8,112878
5,5,9,5,112890
4,8,6,6,112896
9,8,5,1,112926
9,4,2,9,112938
9,0,9,6,112950
8,3,6,7,112956
7,6,3,8,112962
6,9,0,9,112968
6,5,7,6,112980
5,8,4,7,112986
4,7,8,5,113004
2,9,9,4,113028
9,7,7,0,113034
9,3,4,8,113046
8,6,1,9,113052
1,4,10,10,113058
8,2,8,6,113064
7,5,5,7,113070
6,8,2,8,113076
6,4,9,5,113088
5,7,6,6,113094
3,9,7,5,113118
8,9,6,0,113148
9,2,6,7,113154
8,5,3,8,113160
7,8,0,9,113166
0,6,9,10,113172
7,4,7,6,113178
6,7,4,7,113184
5,6,8,5,113202
4,9,5,6,113208
3,8,9,4,113226
9,9,4,1,113238
9,5,1,9,113250
2,3,10,10,113256
9,1,8,6,113262
8,4,5,7,113268
7,7,2,8,113274
7,3,9,5,113286
6,6,6,6,113292
5,9,3,7,113298
4,8,7,5,113316
9,8,6,0,113346
9,4,3,8,113358
8,7,0,9,113364
1,5,9,10,113370
8,3,7,6,113376
7,6,4,7,113382
6,9,1,8,113388
6,5,8,5,113400
5,8,5,6,113406
4,7,9,4,113424
3,2,10,10,113454
9,3,5,7,113466
8,6,2,8,113472
0,7,8,10,113484
8,2,9,5,113484
7,5,6,6,113490
6,8,3,7,113496
5,7,7,5,113514
3,9,8,4,113538
9,6,0,9,113562
2,4,9,10,113568
9,2,7,6,113574
8,5,4,7,113580
7,8,1,8,113586
7,4,8,5,113598
6,7,5,6,113604
5,6,9,4,113622
4,9,6,5,113628
4,1,10,10,113652
9,9,5,0,113658
9,5,2,8,113670
1,6,8,10,113682
9,1,9,5,113682
8,4,6,6,113688
7,7,3,7,113694
6,6,7,5,113712
5,9,4,6,113718
4,8,8,4,113736
3,3,9,10,113766
9,4,4,7,113778
8,7,1,8,113784
0,8,7,10,113796
8,3,8,5,113796
7,6,5,6,113802
6,9,2,7,113808
6,5,9,4,113820
5,8,6,5,113826
5,0,10,10,113850
2,5,8,10,113880
9,3,6,6,113886
8,6,3,7,113892
7,9,0,8,113898
0,7,9,9,113904
7,5,7,5,113910
6,8,4,6,113916
5,7,8,4,113934
3,9,9,3,113958
4,2,9,10,113964
9,6,1,8,113982
1,7,7,10,113994
9,2,8,5,113994
8,5,5,6,114000
7,8,2,7,114006
7,4,9,4,114018
6,7,6,5,114024
4,9,7,4,114048
3,4,8,10,114078
9,5,3,7,114090
8,8,0,8,114096
1,6,9,9,114102
0,9,6,10,114108
8,4,7,5,114108
7,7,4,6,114114
6,6,8,4,114132
5,9,5,5,114138
4,8,9,3,114156
5,1,9,10,114162
2,6,7,10,114192
9,4,5,6,114198
8,7,2,7,114204
0,8,8,9,114216
8,3,9,4,114216
7,6,6,5,114222
6,9,3,6,114228
5,8,7,4,114246
4,3,8,10,114276
9,7,0,8,114294
2,5,9,9,114300
1,8,6,10,114306
9,3,7,5,114306
8,6,4,6,114312
7,9,1,7,114318
7,5,8,4,114330
6,8,5,5,114336
5,7,9,3,114354
6,0,9,10,114360
3,5,7,10,114390
9,6,2,7,114402
1,7,8,9,114414
9,2,9,4,114414
8,5,6,5,114420
7,8,3,6,114426
6,7,7,4,114444
4,9,8,3,114468
5,2,8,10,114474
3,4,9,9,114498
2,7,6,10,114504
9,5,4,6,114510
8,8,1,7,114516
0,9,7,9,114528
8,4,8,4,114528
7,7,5,5,114534
6,6,9,3,114552
5,9,6,4,114558
4,4,7,10,114588
2,6,8,9,114612
1,9,5,10,114618
9,4,6,5,114618
8,7,3,6,114624
0,8,9,8,114636
7,6,7,4,114642
6,9,4,5,114648
5,8,8,3,114666
6,1,8,10,114672
4,3,9,9,114696
3,6,6,10,114702
9,7,1,7,114714
1,8,7,9,114726
9,3,8,4,114726
8,6,5,5,114732
7,9,2,6,114738
7,5,9,3,114750
6,8,6,4,114756
5,3,7,10,114786
3,5,8,9,114810
2,8,5,10,114816
9,6,3,6,114822
8,9,0,7,114828
1,7,9,8,114834
8,5,7,4,114840
7,8,4,5,114846
6,7,8,3,114864
7,0,8,10,114870
4,9,9,2,114888
5,2,9,9,114894
4,5,6,10,114900
2,7,7,9,114924
9,5,5,5,114930
8,8,2,6,114936
0,9,8,8,114948
8,4,9,3,114948
7,7,6,4,114954
5,9,7,3,114978
6,2,7,10,114984
4,4,8,9,115008
3,7,5,10,115014
9,8,0,7,115026
2,6,9,8,115032
1,9,6,9,115038
9,4,7,4,115038
8,7,4,5,115044
7,6,8,3,115062
6,9,5,4,115068
5,8,9,2,115086
6,1,9,9,115092
5,4,6,10,115098
3,6,7,9,115122
2,9,4,10,115128
9,7,2,6,115134
1,8,8,8,115146
9,3,9,3,115146
8,6,6,4,115152
7,9,3,5,115158
6,8,7,3,115176
7,1,7,10,115182
5,3,8,9,115206
4,6,5,10,115212
3,5,9,8,115230
2,8,6,9,115236
9,6,4,5,115242
8,9,1,6,115248
8,5,8,3,115260
7,8,5,4,115266
6,7,9,2,115284
7,0,9,9,115290
6,3,6,10,115296
4,5,7,9,115320
3,8,4,10,115326
2,7,8,8,115344
9,5,6,4,115350
8,8,3,5,115356
0,9,9,7,115368
7,7,7,3,115374
8,0,7,10,115380
5,9,8,2,115398
6,2,8,9,115404
5,5,5,10,115410
4,4,9,8,115428
3,7,6,9,115434
9,8,1,6,115446
1,9,7,8,115458
9,4,8,3,115458
8,7,5,4,115464
7,6,9,2,115482
6,9,6,3,115488
7,2,6,10,115494
5,4,7,9,115518
4,7,4,10,115524
3,6,8,8,115542
2,9,5,9,115548
9,7,3,5,115554
1,8,9,7,115566
8,6,7,3,115572
7,9,4,4,115578
6,8,8,2,115596
7,1,8,9,115602
6,4,5,10,115608
5,3,9,8,115626
4,6,6,9,115632
3,9,3,10,115638
2,8,7,8,115656
9,6,5,4,115662
8,9,2,5,115668
8,5,9,2,115680
7,8,6,3,115686
8,1,6,10,115692
6,3,7,9,115716
5,6,4,10,115722
4,5,8,8,115740
3,8,5,9,115746
9,9,0,6,115758
2,7,9,7,115764
9,5,7,3,115770
8,8,4,4,115776
7,7,8,2,115794
8,0,8,9,115800
7,3,5,10,115806
5,9,9,1,115818
6,2,9,8,115824
5,5,6,9,115830
4,8,3,10,115836
3,7,7,8,115854
9,8,2,5,115866
1,9,8,7,115878
9,4,9,2,115878
8,7,6,3,115884
9,0,6,10,115890
6,9,7,2,115908
7,2,7,9,115914
6,5,4,10,115920
5,4,8,8,115938
4,7,5,9,115944
3,6,9,7,115962
2,9,6,8,115968
9,7,4,4,115974
8,6,8,2,115992
7,9,5,3,115998
8,2,5,10,116004
6,8,9,1,116016
7,1,9,8,116022
6,4,6,9,116028
5,7,3,10,116034
4,6,7,8,116052
3,9,4,9,116058
2,8,8,7,116076
9,6,6,3,116082
8,9,3,4,116088
7,8,7,2,116106
8,1,7,9,116112
7,4,4,10,116118
6,3,8,8,116136
5,6,5,9,116142
4,9,2,10,116148
4,5,9,7,116160
3,8,6,8,116166
9,9,1,5,116178
9,5,8,2,116190
8,8,5,3,116196
9,1,5,10,116202
7,7,9,1,116214
8,0,9,8,116220
7,3,6,9,116226
6,6,3,10,116232
5,5,7,8,116250
4,8,4,9,116256
3,7,8,7,116274
9,8,3,4,116286
1,9,9,6,116298
8,7,7,2,116304
9,0,7,9,116310
8,3,4,10,116316
6,9,8,1,116328
7,2,8,8,116334
6,5,5,9,116340
5,8,2,10,116346
5,4,9,7,116358
4,7,6,8,116364
2,9,7,7,116388
9,7,5,3,116394
8,6,9,1,116412
7,9,6,2,116418
8,2,6,9,116424
7,5,3,10,116430
6,4,7,8,116448
5,7,4,9,116454
4,6,8,7,116472
3,9,5,8,116478
2,8,9,6,116496
9,6,7,2,116502
8,9,4,3,116508
9,2,4,10,116514
7,8,8,1,116526
8,1,8,8,116532
7,4,5,9,116538
6,7,2,10,116544
6,3,9,7,116556
5,6,6,8,116562
4,9,3,9,116568
3,8,7,7,116586
9,9,2,4,116598
9,5,9,1,116610
8,8,6,2,116616
9,1,6,9,116622
8,4,3,10,116628
7,3,7,8,116646
6,6,4,9,116652
5,9,1,10,116658
5,5,8,7,116670
4,8,5,8,116676
3,7,9,6,116694
9,8,4,3,116706
8,7,8,1,116724
9,0,8,8,116730
8,3,5,9,116736
7,6,2,10,116742
6,9,9,0,116748
7,2,9,7,116754
6,5,6,8,116760
5,8,3,9,116766
4,7,7,7,116784
2,9,8,6,116808
9,7,6,2,116814
9,3,3,10,116826
7,9,7,1,116838
8,2,7,8,116844
7,5,4,9,116850
6,8,1,10,116856
6,4,8,7,116868
5,7,5,8,116874
4,6,9,6,116892
3,9,6,7,116898
9,6,8,1,116922
8,9,5,2,116928
9,2,5,9,116934
8,5,2,10,116940
7,8,9,0,116946
8,1,9,7,116952
7,4,6,8,116958
6,7,3,9,116964
5,6,7,7,116982
4,9,4,8,116988
3,8,8,6,117006
9,9,3,3,117018
8,8,7,1,117036
9,1,7,8,117042
8,4,4,9,117048
7,7,1,10,117054
7,3,8,7,117066
6,6,5,8,117072
5,9,2,9,117078
5,5,9,6,117090
4,8,6,7,117096
9,8,5,2,117126
9,4,2,10,117138
8,7,9,0,117144
9,0,9,7,117150
8,3,6,8,117156
7,6,3,9,117162
6,9,0,10,117168
6,5,7,7,117180
5,8,4,8,117186
4,7,8,6,117204
2,9,9,5,117228
9,7,7,1,117234
9,3,4,9,117246
8,6,1,10,117252
7,9,8,0,117258
8,2,8,7,117264
7,5,5,8,117270
6,8,2,9,117276
6,4,9,6,117288
5,7,6,7,117294
3,9,7,6,117318
9,6,9,0,117342
8,9,6,1,117348
9,2,6,8,117354
8,5,3,9,117360
7,8,0,10,117366
7,4,7,7,117378
6,7,4,8,117384
5,6,8,6,117402
4,9,5,7,117408
3,8,9,5,117426
9,9,4,2,117438
9,5,1,10,117450
8,8,8,0,117456
9,1,8,7,117462
8,4,5,8,117468
7,7,2,9,117474
7,3,9,6,117486
6,6,6,7,117492
5,9,3,8,117498
4,8,7,6,117516
9,8,6,1,117546
9,4,3,9,117558
8,7,0,10,117564
8,3,7,7,117576
7,6,4,8,117582
6,9,1,9,117588
6,5,8,6,117600
5,8,5,7,117606
4,7,9,5,117624
9,7,8,0,117654
9,3,5,8,117666
8,6,2,9,117672
8,2,9,6,117684
7,5,6,7,117690
6,8,3,8,117696
5,7,7,6,117714
3,9,8,5,117738
9,6,0,10,117762
8,9,7,0,117768
9,2,7,7,117774
8,5,4,8,117780
7,8,1,9,117786
0,6,10,10,117792
7,4,8,6,117798
6,7,5,7,117804
5,6,9,5,117822
4,9,6,6,117828
9,9,5,1,117858
9,5,2,9,117870
9,1,9,6,117882
8,4,6,7,117888
7,7,3,8,117894
6,6,7,6,117912
5,9,4,7,117918
4,8,8,5,117936
9,8,7,0,117966
9,4,4,8,117978
8,7,1,9,117984
1,5,10,10,117990
8,3,8,6,117996
7,6,5,7,118002
6,9,2,8,118008
6,5,9,5,118020
5,8,6,6,118026
9,3,6,7,118086
8,6,3,8,118092
7,9,0,9,118098
0,7,9,10,118104
7,5,7,6,118110
6,8,4,7,118116
5,7,8,5,118134
3,9,9,4,118158
9,6,1,9,118182
2,4,10,10,118188
9,2,8,6,118194
8,5,5,7,118200
7,8,2,8,118206
7,4,9,5,118218
6,7,6,6,118224
4,9,7,5,118248
9,9,6,0,118278
9,5,3,8,118290
8,8,0,9,118296
1,6,9,10,118302
8,4,7,6,118308
7,7,4,7,118314
6,6,8,5,118332
5,9,5,6,118338
4,8,9,4,118356
3,3,10,10,118386
9,4,5,7,118398
8,7,2,8,118404
0,8,8,10,118416
8,3,9,5,118416
7,6,6,6,118422
6,9,3,7,118428
5,8,7,5,118446
9,7,0,9,118494
2,5,9,10,118500
9,3,7,6,118506
8,6,4,7,118512
7,9,1,8,118518
7,5,8,5,118530
6,8,5,6,118536
5,7,9,4,118554
4,2,10,10,118584
9,6,2,8,118602
1,7,8,10,118614
9,2,9,5,118614
8,5,6,6,118620
7,8,3,7,118626
6,7,7,5,118644
4,9,8,4,118668
3,4,9,10,118698
9,5,4,7,118710
8,8,1,8,118716
0,9,7,10,118728
8,4,8,5,118728
7,7,5,6,118734
6,6,9,4,118752
5,9,6,5,118758
5,1,10,10,118782
2,6,8,10,118812
9,4,6,6,118818
8,7,3,7,118824
0,8,9,9,118836
7,6,7,5,118842
6,9,4,6,118848
5,8,8,4,118866
4,3,9,10,118896
9,7,1,8,118914
1,8,7,10,118926
9,3,8,5,118926
8,6,5,6,118932
7,9,2,7,118938
7,5,9,4,118950
6,8,6,5,118956
6,0,10,10,118980
3,5,8,10,119010
9,6,3,7,119022
8,9,0,8,119028
1,7,9,9,119034
8,5,7,5,119040
7,8,4,6,119046
6,7,8,4,119064
4,9,9,3,119088
5,2,9,10,119094
2,7,7,10,119124
9,5,5,6,119130
8,8,2,7,119136
0,9,8,9,119148
8,4,9,4,119148
7,7,6,5,119154
5,9,7,4,119178
4,4,8,10,119208
9,8,0,8,119226
2,6,9,9,119232
1,9,6,10,119238
9,4,7,5,119238
8,7,4,6,119244
7,6,8,4,119262
6,9,5,5,119268
5,8,9,3,119286
6,1,9,10,119292
3,6,7,10,119322
9,7,2,7,119334
1,8,8,9,119346
9,3,9,4,119346
8,6,6,5,119352
7,9,3,6,119358
6,8,7,4,119376
5,3,8,10,119406
3,5,9,9,119430
2,8,6,10,119436
9,6,4,6,119442
8,9,1,7,119448
8,5,8,4,119460
7,8,5,5,119466
6,7,9,3,119484
7,0,9,10,119490
4,5,7,10,119520
2,7,8,9,119544
9,5,6,5,119550
8,8,3,6,119556
0,9,9,8,119568
7,7,7,4,119574
5,9,8,3,119598
6,2,8,10,119604
4,4,9,9,119628
3,7,6,10,119634
9,8,1,7,119646
1,9,7,9,119658
9,4,8,4,119658
8,7,5,5,119664
7,6,9,3,119682
6,9,6,4,119688
5,4,7,10,119718
3,6,8,9,119742
2,9,5,10,119748
9,7,3,6,119754
1,8,9,8,119766
8,6,7,4,119772
7,9,4,5,119778
6,8,8,3,119796
7,1,8,10,119802
5,3,9,9,119826
4,6,6,10,119832
2,8,7,9,119856
9,6,5,5,119862
8,9,2,6,119868
8,5,9,3,119880
7,8,6,4,119886
6,3,7,10,119916
4,5,8,9,119940
3,8,5,10,119946
9,9,0,7,119958
2,7,9,8,119964
9,5,7,4,119970
8,8,4,5,119976
7,7,8,3,119994
8,0,8,10,120000
5,9,9,2,120018
6,2,9,9,120024
5,5,6,10,120030
3,7,7,9,120054
9,8,2,6,120066
1,9,8,8,120078
9,4,9,3,120078
8,7,6,4,120084
6,9,7,3,120108
7,2,7,10,120114
5,4,8,9,120138
4,7,5,10,120144
3,6,9,8,120162
2,9,6,9,120168
9,7,4,5,120174
8,6,8,3,120192
7,9,5,4,120198
6,8,9,2,120216
7,1,9,9,120222
6,4,6,10,120228
4,6,7,9,120252
3,9,4,10,120258
2,8,8,8,120276
9,6,6,4,120282
8,9,3,5,120288
7,8,7,3,120306
8,1,7,10,120312
6,3,8,9,120336
5,6,5,10,120342
4,5,9,8,120360
3,8,6,9,120366
9,9,1,6,120378
9,5,8,3,120390
8,8,5,4,120396
7,7,9,2,120414
8,0,9,9,120420
7,3,6,10,120426
5,5,7,9,120450
4,8,4,10,120456
3,7,8,8,120474
9,8,3,5,120486
1,9,9,7,120498
8,7,7,3,120504
9,0,7,10,120510
6,9,8,2,120528
7,2,8,9,120534
6,5,5,10,120540
5,4,9,8,120558
4,7,6,9,120564
2,9,7,8,120588
9,7,5,4,120594
8,6,9,2,120612
7,9,6,3,120618
8,2,6,10,120624
6,4,7,9,120648
5,7,4,10,120654
4,6,8,8,120672
3,9,5,9,120678
2,8,9,7,120696
9,6,7,3,120702
8,9,4,4,120708
7,8,8,2,120726
8,1,8,9,120732
7,4,5,10,120738
6,3,9,8,120756
5,6,6,9,120762
4,9,3,10,120768
3,8,7,8,120786
9,9,2,5,120798
9,5,9,2,120810
8,8,6,3,120816
9,1,6,10,120822
7,3,7,9,120846
6,6,4,10,120852
5,5,8,8,120870
4,8,5,9,120876
3,7,9,7,120894
9,8,4,4,120906
8,7,8,2,120924
9,0,8,9,120930
8,3,5,10,120936
6,9,9,1,120948
7,2,9,8,120954
6,5,6,9,120960
5,8,3,10,120966
4,7,7,8,120984
2,9,8,7,121008
9,7,6,3,121014
7,9,7,2,121038
8,2,7,9,121044
7,5,4,10,121050
6,4,8,8,121068
5,7,5,9,121074
4,6,9,7,121092
3,9,6,8,121098
9,6,8,2,121122
8,9,5,3,121128
9,2,5,10,121134
7,8,9,1,121146
8,1,9,8,121152
7,4,6,9,121158
6,7,3,10,121164
5,6,7,8,121182
4,9,4,9,121188
3,8,8,7,121206
9,9,3,4,121218
8,8,7,2,121236
9,1,7,9,121242
8,4,4,10,121248
7,3,8,8,121266
6,6,5,9,121272
5,9,2,10,121278
5,5,9,7,121290
4,8,6,8,121296
9,8,5,3,121326
8,7,9,1,121344
9,0,9,8,121350
8,3,6,9,121356
7,6,3,10,121362
6,5,7,8,121380
5,8,4,9,121386
4,7,8,7,121404
2,9,9,6,121428
9,7,7,2,121434
9,3,4,10,121446
7,9,8,1,121458
8,2,8,8,121464
7,5,5,9,121470
6,8,2,10,121476
6,4,9,7,121488
5,7,6,8,121494
3,9,7,7,121518
9,6,9,1,121542
8,9,6,2,121548
9,2,6,9,121554
8,5,3,10,121560
7,4,7,8,121578
6,7,4,9,121584
5,6,8,7,121602
4,9,5,8,121608
3,8,9,6,121626
9,9,4,3,121638
8,8,8,1,121656
9,1,8,8,121662
8,4,5,9,121668
7,7,2,10,121674
7,3,9,7,121686
6,6,6,8,121692
5,9,3,9,121698
4,8,7,7,121716
9,8,6,2,121746
9,4,3,10,121758
8,3,7,8,121776
7,6,4,9,121782
6,9,1,10,121788
6,5,8,7,121800
5,8,5,8,121806
4,7,9,6,121824
9,7,8,1,121854
9,3,5,9,121866
8,6,2,10,121872
7,9,9,0,121878
8,2,9,7,121884
7,5,6,8,121890
6,8,3,9,121896
5,7,7,7,121914
3,9,8,6,121938
8,9,7,1,121968
9,2,7,8,121974
8,5,4,9,121980
7,8,1,10,121986
7,4,8,7,121998
6,7,5,8,122004
5,6,9,6,122022
4,9,6,7,122028
9,9,5,2,122058
9,5,2,10,122070
8,8,9,0,122076
9,1,9,7,122082
8,4,6,8,122088
7,7,3,9,122094
6,6,7,7,122112
5,9,4,8,122118
4,8,8,6,122136
9,8,7,1,122166
9,4,4,9,122178
8,7,1,10,122184
8,3,8,7,122196
7,6,5,8,122202
6,9,2,9,122208
6,5,9,6,122220
5,8,6,7,122226
9,7,9,0,122274
9,3,6,8,122286
8,6,3,9,122292
7,9,0,10,122298
7,5,7,7,122310
6,8,4,8,122316
5,7,8,6,122334
3,9,9,5,122358
9,6,1,10,122382
8,9,8,0,122388
9,2,8,7,122394
8,5,5,8,122400
7,8,2,9,122406
7,4,9,6,122418
6,7,6,7,122424
4,9,7,6,122448
9,9,6,1,122478
9,5,3,9,122490
8,8,0,10,122496
8,4,7,7,122508
7,7,4,8,122514
6,6,8,6,122532
5,9,5,7,122538
4,8,9,5,122556
9,8,8,0,122586
9,4,5,8,122598
8,7,2,9,122604
8,3,9,6,122616
7,6,6,7,122622
6,9,3,8,122628
5,8,7,6,122646
9,7,0,10,122694
9,3,7,7,122706
8,6,4,8,122712
7,9,1,9,122718
0,7,10,10,122724
7,5,8,6,122730
6,8,5,7,122736
5,7,9,5,122754
9,6,2,9,122802
9,2,9,6,122814
8,5,6,7,122820
7,8,3,8,122826
6,7,7,6,122844
4,9,8,5,122868
9,9,7,0,122898
9,5,4,8,122910
8,8,1,9,122916
1,6,10,10,122922
8,4,8,6,122928
7,7,5,7,122934
6,6,9,5,122952
5,9,6,6,122958
9,4,6,7,123018
8,7,3,8,123024
0,8,9,10,123036
7,6,7,6,123042
6,9,4,7,123048
5,8,8,5,123066
9,7,1,9,123114
2,5,10,10,123120
9,3,8,6,123126
8,6,5,7,123132
7,9,2,8,123138
7,5,9,5,123150
6,8,6,6,123156
9,6,3,8,123222
8,9,0,9,123228
1,7,9,10,123234
8,5,7,6,123240
7,8,4,7,123246
6,7,8,5,123264
4,9,9,4,123288
3,4,10,10,123318
9,5,5,7,123330
8,8,2,8,123336
0,9,8,10,123348
8,4,9,5,123348
7,7,6,6,123354
5,9,7,5,123378
9,8,0,9,123426
2,6,9,10,123432
9,4,7,6,123438
8,7,4,7,123444
7,6,8,5,123462
6,9,5,6,123468
5,8,9,4,123486
4,3,10,10,123516
9,7,2,8,123534
1,8,8,10,123546
9,3,9,5,123546
8,6,6,6,123552
7,9,3,7,123558
6,8,7,5,123576
3,5,9,10,123630
9,6,4,7,123642
8,9,1,8,123648
8,5,8,5,123660
7,8,5,6,123666
6,7,9,4,123684
5,2,10,10,123714
2,7,8,10,123744
9,5,6,6,123750
8,8,3,7,123756
0,9,9,9,123768
7,7,7,5,123774
5,9,8,4,123798
4,4,9,10,123828
9,8,1,8,123846
1,9,7,10,123858
9,4,8,5,123858
8,7,5,6,123864
7,6,9,4,123882
6,9,6,5,123888
6,1,10,10,123912
3,6,8,10,123942
9,7,3,7,123954
1,8,9,9,123966
8,6,7,5,123972
7,9,4,6,123978
6,8,8,4,123996
5,3,9,10,124026
2,8,7,10,124056
9,6,5,6,124062
8,9,2,7,124068
8,5,9,4,124080
7,8,6,5,124086
7,0,10,10,124110
4,5,8,10,124140
9,9,0,8,124158
2,7,9,9,124164
9,5,7,5,124170
8,8,4,6,124176
7,7,8,4,124194
5,9,9,3,124218
6,2,9,10,124224
3,7,7,10,124254
9,8,2,7,124266
1,9,8,9,124278
9,4,9,4,124278
8,7,6,5,124284
6,9,7,4,124308
5,4,8,10,124338
3,6,9,9,124362
2,9,6,10,124368
9,7,4,6,124374
8,6,8,4,124392
7,9,5,5,124398
6,8,9,3,124416
7,1,9,10,124422
4,6,7,10,124452
2,8,8,9,124476
9,6,6,5,124482
8,9,3,6,124488
7,8,7,4,124506
6,3,8,10,124536
4,5,9,9,124560
3,8,6,10,124566
9,9,1,7,124578
9,5,8,4,124590
8,8,5,5,124596
7,7,9,3,124614
8,0,9,10,124620
5,5,7,10,124650
3,7,8,9,124674
9,8,3,6,124686
1,9,9,8,124698
8,7,7,4,124704
6,9,8,3,124728
7,2,8,10,124734
5,4,9,9,124758
4,7,6,10,124764
2,9,7,9,124788
9,7,5,5,124794
8,6,9,3,124812
7,9,6,4,124818
6,4,7,10,124848
4,6,8,9,124872
3,9,5,10,124878
2,8,9,8,124896
9,6,7,4,124902
8,9,4,5,124908
7,8,8,3,124926
8,1,8,10,124932
6,3,9,9,124956
5,6,6,10,124962
3,8,7,9,124986
9,9,2,6,124998
9,5,9,3,125010
8,8,6,4,125016
7,3,7,10,125046
5,5,8,9,125070
4,8,5,10,125076
3,7,9,8,125094
9,8,4,5,125106
8,7,8,3,125124
9,0,8,10,125130
6,9,9,2,125148
7,2,9,9,125154
6,5,6,10,125160
4,7,7,9,125184
2,9,8,8,125208
9,7,6,4,125214
7,9,7,3,125238
8,2,7,10,125244
6,4,8,9,125268
5,7,5,10,125274
4,6,9,8,125292
3,9,6,9,125298
9,6,8,3,125322
8,9,5,4,125328
7,8,9,2,125346
8,1,9,9,125352
7,4,6,10,125358
5,6,7,9,125382
4,9,4,10,125388
3,8,8,8,125406
9,9,3,5,125418
8,8,7,3,125436
9,1,7,10,125442
7,3,8,9,125466
6,6,5,10,125472
5,5,9,8,125490
4,8,6,9,125496
9,8,5,4,125526
8,7,9,2,125544
9,0,9,9,125550
8,3,6,10,125556
6,5,7,9,125580
5,8,4,10,125586
4,7,8,8,125604
2,9,9,7,125628
9,7,7,3,125634
7,9,8,2,125658
8,2,8,9,125664
7,5,5,10,125670
6,4,9,8,125688
5,7,6,9,125694
3,9,7,8,125718
9,6,9,2,125742
8,9,6,3,125748
9,2,6,10,125754
7,4,7,9,125778
6,7,4,10,125784
5,6,8,8,125802
4,9,5,9,125808
3,8,9,7,125826
9,9,4,4,125838
8,8,8,2,125856
9,1,8,9,125862
8,4,5,10,125868
7,3,9,8,125886
6,6,6,9,125892
5,9,3,10,125898
4,8,7,8,125916
9,8,6,3,125946
8,3,7,9,125976
7,6,4,10,125982
6,5,8,8,126000
5,8,5,9,126006
4,7,9,7,126024
9,7,8,2,126054
9,3,5,10,126066
7,9,9,1,126078
8,2,9,8,126084
7,5,6,9,126090
6,8,3,10,126096
5,7,7,8,126114
3,9,8,7,126138
8,9,7,2,126168
9,2,7,9,126174
8,5,4,10,126180
7,4,8,8,126198
6,7,5,9,126204
5,6,9,7,126222
4,9,6,8,126228
9,9,5,3,126258
8,8,9,1,126276
9,1,9,8,126282
8,4,6,9,126288
7,7,3,10,126294
6,6,7,8,126312
5,9,4,9,126318
4,8,8,7,126336
9,8,7,2,126366
9,4,4,10,126378
8,3,8,8,126396
7,6,5,9,126402
6,9,2,10,126408
6,5,9,7,126420
5,8,6,8,126426
