2m,4m,6m,mm,,,,,,,,,,
4,2,9,9,4310,,,,,,,,,
1,9,4,10,4311,,,,,,,,,
2,7,5,10,4311,,,,,,,,,
3,5,6,10,4311,,,,,,,,,
4,3,7,10,4311,,,,,,,,,
5,1,8,10,4311,,,,,,,,,
3,9,8,5,4315,,,,,,,,,
4,7,9,5,4315,,,,,,,,,
4,8,7,6,4316,,,,,,,,,
5,6,8,6,4316,,,,,,,,,
6,4,9,6,4316,,,,,,,,,
4,9,5,7,4317,,,,,,,,,
5,7,6,7,4317,,,,,,,,,
6,5,7,7,4317,,,,,,,,,
7,3,8,7,4317,,,,,,,,,
8,1,9,7,4317,,,,,,,,,
5,8,4,8,4318,,,,,,,,,
6,6,5,8,4318,,,,,,,,,
7,4,6,8,4318,,,,,,,,,
8,2,7,8,4318,,,,,,,,,
9,0,8,8,4318,,,,,,,,,
5,9,2,9,4319,,,,,,,,,
6,7,3,9,4319,,,,,,,,,
7,5,4,9,4319,,,,,,,,,
8,3,5,9,4319,,,,,,,,,
9,1,6,9,4319,,,,,,,,,
6,8,1,10,4320,,,,,,,,,
7,6,2,10,4320,,,,,,,,,
8,4,3,10,4320,,,,,,,,,
9,2,4,10,4320,,,,,,,,,
6,9,9,2,4321,,,,,,,,,
7,8,8,3,4322,,,,,,,,,
8,6,9,3,4322,,,,,,,,,
7,9,6,4,4323,,,,,,,,,
8,7,7,4,4323,,,,,,,,,
9,5,8,4,4323,,,,,,,,,
8,8,5,5,4324,,,,,,,,,
9,6,6,5,4324,,,,,,,,,
8,9,3,6,4325,,,,,,,,,
9,7,4,6,4325,,,,,,,,,
9,8,2,7,4326,,,,,,,,,
9,9,0,8,4327,,,,,,,,,
0,8,8,8,4328,,,,,,,,,
1,6,9,8,4328,,,,,,,,,
0,9,6,9,4329,,,,,,,,,
1,7,7,9,4329,,,,,,,,,
2,5,8,9,4329,,,,,,,,,
3,3,9,9,4329,,,,,,,,,
1,8,5,10,4330,,,,,,,,,
2,6,6,10,4330,,,,,,,,,
3,4,7,10,4330,,,,,,,,,
4,2,8,10,4330,,,,,,,,,
5,0,9,10,4330,,,,,,,,,
3,8,9,5,4334,,,,,,,,,
3,9,7,6,4335,,,,,,,,,
4,7,8,6,4335,,,,,,,,,
5,5,9,6,4335,,,,,,,,,
4,8,6,7,4336,,,,,,,,,
5,6,7,7,4336,,,,,,,,,
6,4,8,7,4336,,,,,,,,,
7,2,9,7,4336,,,,,,,,,
4,9,4,8,4337,,,,,,,,,
5,7,5,8,4337,,,,,,,,,
6,5,6,8,4337,,,,,,,,,
7,3,7,8,4337,,,,,,,,,
8,1,8,8,4337,,,,,,,,,
5,8,3,9,4338,,,,,,,,,
6,6,4,9,4338,,,,,,,,,
7,4,5,9,4338,,,,,,,,,
8,2,6,9,4338,,,,,,,,,
9,0,7,9,4338,,,,,,,,,
5,9,1,10,4339,,,,,,,,,
6,7,2,10,4339,,,,,,,,,
7,5,3,10,4339,,,,,,,,,
8,3,4,10,4339,,,,,,,,,
9,1,5,10,4339,,,,,,,,,
6,9,8,3,4341,,,,,,,,,
7,7,9,3,4341,,,,,,,,,
7,8,7,4,4342,,,,,,,,,
8,6,8,4,4342,,,,,,,,,
9,4,9,4,4342,,,,,,,,,
7,9,5,5,4343,,,,,,,,,
8,7,6,5,4343,,,,,,,,,
9,5,7,5,4343,,,,,,,,,
8,8,4,6,4344,,,,,,,,,
9,6,5,6,4344,,,,,,,,,
8,9,2,7,4345,,,,,,,,,
9,7,3,7,4345,,,,,,,,,
9,8,1,8,4346,,,,,,,,,
0,7,9,8,4347,,,,,,,,,
9,9,9,0,4347,,,,,,,,,
0,8,7,9,4348,,,,,,,,,
1,6,8,9,4348,,,,,,,,,
2,4,9,9,4348,,,,,,,,,
0,9,5,10,4349,,,,,,,,,
1,7,6,10,4349,,,,,,,,,
2,5,7,10,4349,,,,,,,,,
3,3,8,10,4349,,,,,,,,,
4,1,9,10,4349,,,,,,,,,
2,9,9,5,4353,,,,,,,,,
3,8,8,6,4354,,,,,,,,,
4,6,9,6,4354,,,,,,,,,
3,9,6,7,4355,,,,,,,,,
4,7,7,7,4355,,,,,,,,,
5,5,8,7,4355,,,,,,,,,
6,3,9,7,4355,,,,,,,,,
4,8,5,8,4356,,,,,,,,,
5,6,6,8,4356,,,,,,,,,
6,4,7,8,4356,,,,,,,,,
7,2,8,8,4356,,,,,,,,,
8,0,9,8,4356,,,,,,,,,
4,9,3,9,4357,,,,,,,,,
5,7,4,9,4357,,,,,,,,,
6,5,5,9,4357,,,,,,,,,
7,3,6,9,4357,,,,,,,,,
8,1,7,9,4357,,,,,,,,,
5,8,2,10,4358,,,,,,,,,
6,6,3,10,4358,,,,,,,,,
7,4,4,10,4358,,,,,,,,,
8,2,5,10,4358,,,,,,,,,
9,0,6,10,4358,,,,,,,,,
6,8,9,3,4360,,,,,,,,,
6,9,7,4,4361,,,,,,,,,
7,7,8,4,4361,,,,,,,,,
8,5,9,4,4361,,,,,,,,,
7,8,6,5,4362,,,,,,,,,
8,6,7,5,4362,,,,,,,,,
9,4,8,5,4362,,,,,,,,,
7,9,4,6,4363,,,,,,,,,
8,7,5,6,4363,,,,,,,,,
9,5,6,6,4363,,,,,,,,,
8,8,3,7,4364,,,,,,,,,
9,6,4,7,4364,,,,,,,,,
8,9,1,8,4365,,,,,,,,,
9,7,2,8,4365,,,,,,,,,
9,8,0,9,4366,,,,,,,,,
0,7,8,9,4367,,,,,,,,,
1,5,9,9,4367,,,,,,,,,
9,9,8,1,4367,,,,,,,,,
0,8,6,10,4368,,,,,,,,,
1,6,7,10,4368,,,,,,,,,
2,4,8,10,4368,,,,,,,,,
3,2,9,10,4368,,,,,,,,,
4,0,10,10,4368,,,,,,,,,
2,9,8,6,4373,,,,,,,,,
3,7,9,6,4373,,,,,,,,,
3,8,7,7,4374,,,,,,,,,
4,6,8,7,4374,,,,,,,,,
5,4,9,7,4374,,,,,,,,,
3,9,5,8,4375,,,,,,,,,
4,7,6,8,4375,,,,,,,,,
5,5,7,8,4375,,,,,,,,,
6,3,8,8,4375,,,,,,,,,
7,1,9,8,4375,,,,,,,,,
4,8,4,9,4376,,,,,,,,,
5,6,5,9,4376,,,,,,,,,
6,4,6,9,4376,,,,,,,,,
7,2,7,9,4376,,,,,,,,,
8,0,8,9,4376,,,,,,,,,
4,9,2,10,4377,,,,,,,,,
5,7,3,10,4377,,,,,,,,,
6,5,4,10,4377,,,,,,,,,
7,3,5,10,4377,,,,,,,,,
8,1,6,10,4377,,,,,,,,,
5,9,9,3,4379,,,,,,,,,
6,8,8,4,4380,,,,,,,,,
7,6,9,4,4380,,,,,,,,,
6,9,6,5,4381,,,,,,,,,
7,7,7,5,4381,,,,,,,,,
8,5,8,5,4381,,,,,,,,,
9,3,9,5,4381,,,,,,,,,
7,8,5,6,4382,,,,,,,,,
8,6,6,6,4382,,,,,,,,,
9,4,7,6,4382,,,,,,,,,
7,9,3,7,4383,,,,,,,,,
8,7,4,7,4383,,,,,,,,,
9,5,5,7,4383,,,,,,,,,
8,8,2,8,4384,,,,,,,,,
9,6,3,8,4384,,,,,,,,,
8,9,0,9,4385,,,,,,,,,
9,7,1,9,4385,,,,,,,,,
0,6,9,9,4386,,,,,,,,,
9,8,9,1,4386,,,,,,,,,
0,7,7,10,4387,,,,,,,,,
1,5,8,10,4387,,,,,,,,,
2,3,9,10,4387,,,,,,,,,
3,1,10,10,4387,,,,,,,,,
9,9,7,2,4387,,,,,,,,,
2,8,9,6,4392,,,,,,,,,
2,9,7,7,4393,,,,,,,,,
3,7,8,7,4393,,,,,,,,,
4,5,9,7,4393,,,,,,,,,
3,8,6,8,4394,,,,,,,,,
4,6,7,8,4394,,,,,,,,,
5,4,8,8,4394,,,,,,,,,
6,2,9,8,4394,,,,,,,,,
3,9,4,9,4395,,,,,,,,,
4,7,5,9,4395,,,,,,,,,
5,5,6,9,4395,,,,,,,,,
6,3,7,9,4395,,,,,,,,,
7,1,8,9,4395,,,,,,,,,
4,8,3,10,4396,,,,,,,,,
5,6,4,10,4396,,,,,,,,,
6,4,5,10,4396,,,,,,,,,
7,2,6,10,4396,,,,,,,,,
8,0,7,10,4396,,,,,,,,,
5,9,8,4,4399,,,,,,,,,
6,7,9,4,4399,,,,,,,,,
6,8,7,5,4400,,,,,,,,,
7,6,8,5,4400,,,,,,,,,
8,4,9,5,4400,,,,,,,,,
6,9,5,6,4401,,,,,,,,,
7,7,6,6,4401,,,,,,,,,
8,5,7,6,4401,,,,,,,,,
9,3,8,6,4401,,,,,,,,,
7,8,4,7,4402,,,,,,,,,
8,6,5,7,4402,,,,,,,,,
9,4,6,7,4402,,,,,,,,,
7,9,2,8,4403,,,,,,,,,
8,7,3,8,4403,,,,,,,,,
9,5,4,8,4403,,,,,,,,,
8,8,1,9,4404,,,,,,,,,
9,6,2,9,4404,,,,,,,,,
8,9,9,1,4405,,,,,,,,,
9,7,0,10,4405,,,,,,,,,
0,6,8,10,4406,,,,,,,,,
1,4,9,10,4406,,,,,,,,,
2,2,10,10,4406,,,,,,,,,
9,8,8,2,4406,,,,,,,,,
9,9,6,3,4407,,,,,,,,,
1,9,9,6,4411,,,,,,,,,
2,8,8,7,4412,,,,,,,,,
3,6,9,7,4412,,,,,,,,,
2,9,6,8,4413,,,,,,,,,
3,7,7,8,4413,,,,,,,,,
4,5,8,8,4413,,,,,,,,,
5,3,9,8,4413,,,,,,,,,
3,8,5,9,4414,,,,,,,,,
4,6,6,9,4414,,,,,,,,,
5,4,7,9,4414,,,,,,,,,
6,2,8,9,4414,,,,,,,,,
7,0,9,9,4414,,,,,,,,,
3,9,3,10,4415,,,,,,,,,
4,7,4,10,4415,,,,,,,,,
5,5,5,10,4415,,,,,,,,,
6,3,6,10,4415,,,,,,,,,
7,1,7,10,4415,,,,,,,,,
5,8,9,4,4418,,,,,,,,,
5,9,7,5,4419,,,,,,,,,
6,7,8,5,4419,,,,,,,,,
7,5,9,5,4419,,,,,,,,,
6,8,6,6,4420,,,,,,,,,
7,6,7,6,4420,,,,,,,,,
8,4,8,6,4420,,,,,,,,,
9,2,9,6,4420,,,,,,,,,
6,9,4,7,4421,,,,,,,,,
7,7,5,7,4421,,,,,,,,,
8,5,6,7,4421,,,,,,,,,
9,3,7,7,4421,,,,,,,,,
7,8,3,8,4422,,,,,,,,,
8,6,4,8,4422,,,,,,,,,
9,4,5,8,4422,,,,,,,,,
7,9,1,9,4423,,,,,,,,,
8,7,2,9,4423,,,,,,,,,
9,5,3,9,4423,,,,,,,,,
8,8,0,10,4424,,,,,,,,,
9,6,1,10,4424,,,,,,,,,
0,5,9,10,4425,,,,,,,,,
1,3,10,10,4425,,,,,,,,,
8,9,8,2,4425,,,,,,,,,
9,7,9,2,4425,,,,,,,,,
9,8,7,3,4426,,,,,,,,,
9,9,5,4,4427,,,,,,,,,
1,9,8,7,4431,,,,,,,,,
2,7,9,7,4431,,,,,,,,,
2,8,7,8,4432,,,,,,,,,
3,6,8,8,4432,,,,,,,,,
4,4,9,8,4432,,,,,,,,,
2,9,5,9,4433,,,,,,,,,
3,7,6,9,4433,,,,,,,,,
4,5,7,9,4433,,,,,,,,,
5,3,8,9,4433,,,,,,,,,
6,1,9,9,4433,,,,,,,,,
3,8,4,10,4434,,,,,,,,,
4,6,5,10,4434,,,,,,,,,
5,4,6,10,4434,,,,,,,,,
6,2,7,10,4434,,,,,,,,,
7,0,8,10,4434,,,,,,,,,
4,9,9,4,4437,,,,,,,,,
5,8,8,5,4438,,,,,,,,,
6,6,9,5,4438,,,,,,,,,
5,9,6,6,4439,,,,,,,,,
6,7,7,6,4439,,,,,,,,,
7,5,8,6,4439,,,,,,,,,
8,3,9,6,4439,,,,,,,,,
6,8,5,7,4440,,,,,,,,,
7,6,6,7,4440,,,,,,,,,
8,4,7,7,4440,,,,,,,,,
9,2,8,7,4440,,,,,,,,,
6,9,3,8,4441,,,,,,,,,
7,7,4,8,4441,,,,,,,,,
8,5,5,8,4441,,,,,,,,,
9,3,6,8,4441,,,,,,,,,
7,8,2,9,4442,,,,,,,,,
8,6,3,9,4442,,,,,,,,,
9,4,4,9,4442,,,,,,,,,
7,9,0,10,4443,,,,,,,,,
8,7,1,10,4443,,,,,,,,,
9,5,2,10,4443,,,,,,,,,
0,4,10,10,4444,,,,,,,,,
8,8,9,2,4444,,,,,,,,,
8,9,7,3,4445,,,,,,,,,
9,7,8,3,4445,,,,,,,,,
9,8,6,4,4446,,,,,,,,,
9,9,4,5,4447,,,,,,,,,
1,8,9,7,4450,,,,,,,,,
1,9,7,8,4451,,,,,,,,,
2,7,8,8,4451,,,,,,,,,
3,5,9,8,4451,,,,,,,,,
2,8,6,9,4452,,,,,,,,,
3,6,7,9,4452,,,,,,,,,
4,4,8,9,4452,,,,,,,,,
5,2,9,9,4452,,,,,,,,,
2,9,4,10,4453,,,,,,,,,
3,7,5,10,4453,,,,,,,,,
4,5,6,10,4453,,,,,,,,,
5,3,7,10,4453,,,,,,,,,
6,1,8,10,4453,,,,,,,,,
4,9,8,5,4457,,,,,,,,,
5,7,9,5,4457,,,,,,,,,
5,8,7,6,4458,,,,,,,,,
6,6,8,6,4458,,,,,,,,,
7,4,9,6,4458,,,,,,,,,
5,9,5,7,4459,,,,,,,,,
6,7,6,7,4459,,,,,,,,,
7,5,7,7,4459,,,,,,,,,
8,3,8,7,4459,,,,,,,,,
9,1,9,7,4459,,,,,,,,,
6,8,4,8,4460,,,,,,,,,
7,6,5,8,4460,,,,,,,,,
8,4,6,8,4460,,,,,,,,,
9,2,7,8,4460,,,,,,,,,
6,9,2,9,4461,,,,,,,,,
7,7,3,9,4461,,,,,,,,,
8,5,4,9,4461,,,,,,,,,
9,3,5,9,4461,,,,,,,,,
7,8,1,10,4462,,,,,,,,,
8,6,2,10,4462,,,,,,,,,
9,4,3,10,4462,,,,,,,,,
7,9,9,2,4463,,,,,,,,,
8,8,8,3,4464,,,,,,,,,
9,6,9,3,4464,,,,,,,,,
8,9,6,4,4465,,,,,,,,,
9,7,7,4,4465,,,,,,,,,
9,8,5,5,4466,,,,,,,,,
9,9,3,6,4467,,,,,,,,,
0,9,9,7,4469,,,,,,,,,
1,8,8,8,4470,,,,,,,,,
2,6,9,8,4470,,,,,,,,,
1,9,6,9,4471,,,,,,,,,
2,7,7,9,4471,,,,,,,,,
3,5,8,9,4471,,,,,,,,,
4,3,9,9,4471,,,,,,,,,
2,8,5,10,4472,,,,,,,,,
3,6,6,10,4472,,,,,,,,,
4,4,7,10,4472,,,,,,,,,
5,2,8,10,4472,,,,,,,,,
6,0,9,10,4472,,,,,,,,,
4,8,9,5,4476,,,,,,,,,
4,9,7,6,4477,,,,,,,,,
5,7,8,6,4477,,,,,,,,,
6,5,9,6,4477,,,,,,,,,
5,8,6,7,4478,,,,,,,,,
6,6,7,7,4478,,,,,,,,,
7,4,8,7,4478,,,,,,,,,
8,2,9,7,4478,,,,,,,,,
5,9,4,8,4479,,,,,,,,,
6,7,5,8,4479,,,,,,,,,
7,5,6,8,4479,,,,,,,,,
8,3,7,8,4479,,,,,,,,,
9,1,8,8,4479,,,,,,,,,
6,8,3,9,4480,,,,,,,,,
7,6,4,9,4480,,,,,,,,,
8,4,5,9,4480,,,,,,,,,
9,2,6,9,4480,,,,,,,,,
6,9,1,10,4481,,,,,,,,,
7,7,2,10,4481,,,,,,,,,
8,5,3,10,4481,,,,,,,,,
9,3,4,10,4481,,,,,,,,,
7,9,8,3,4483,,,,,,,,,
8,7,9,3,4483,,,,,,,,,
8,8,7,4,4484,,,,,,,,,
9,6,8,4,4484,,,,,,,,,
8,9,5,5,4485,,,,,,,,,
9,7,6,5,4485,,,,,,,,,
9,8,4,6,4486,,,,,,,,,
9,9,2,7,4487,,,,,,,,,
0,9,8,8,4489,,,,,,,,,
1,7,9,8,4489,,,,,,,,,
1,8,7,9,4490,,,,,,,,,
2,6,8,9,4490,,,,,,,,,
3,4,9,9,4490,,,,,,,,,
1,9,5,10,4491,,,,,,,,,
2,7,6,10,4491,,,,,,,,,
3,5,7,10,4491,,,,,,,,,
4,3,8,10,4491,,,,,,,,,
5,1,9,10,4491,,,,,,,,,
3,9,9,5,4495,,,,,,,,,
4,8,8,6,4496,,,,,,,,,
5,6,9,6,4496,,,,,,,,,
4,9,6,7,4497,,,,,,,,,
5,7,7,7,4497,,,,,,,,,
6,5,8,7,4497,,,,,,,,,
7,3,9,7,4497,,,,,,,,,
5,8,5,8,4498,,,,,,,,,
6,6,6,8,4498,,,,,,,,,
7,4,7,8,4498,,,,,,,,,
8,2,8,8,4498,,,,,,,,,
9,0,9,8,4498,,,,,,,,,
5,9,3,9,4499,,,,,,,,,
6,7,4,9,4499,,,,,,,,,
7,5,5,9,4499,,,,,,,,,
8,3,6,9,4499,,,,,,,,,
9,1,7,9,4499,,,,,,,,,
6,8,2,10,4500,,,,,,,,,
7,6,3,10,4500,,,,,,,,,
8,4,4,10,4500,,,,,,,,,
9,2,5,10,4500,,,,,,,,,
7,8,9,3,4502,,,,,,,,,
7,9,7,4,4503,,,,,,,,,
8,7,8,4,4503,,,,,,,,,
9,5,9,4,4503,,,,,,,,,
8,8,6,5,4504,,,,,,,,,
9,6,7,5,4504,,,,,,,,,
8,9,4,6,4505,,,,,,,,,
9,7,5,6,4505,,,,,,,,,
9,8,3,7,4506,,,,,,,,,
9,9,1,8,4507,,,,,,,,,
0,8,9,8,4508,,,,,,,,,
0,9,7,9,4509,,,,,,,,,
1,7,8,9,4509,,,,,,,,,
2,5,9,9,4509,,,,,,,,,
1,8,6,10,4510,,,,,,,,,
2,6,7,10,4510,,,,,,,,,
3,4,8,10,4510,,,,,,,,,
4,2,9,10,4510,,,,,,,,,
5,0,10,10,4510,,,,,,,,,
3,9,8,6,4515,,,,,,,,,
4,7,9,6,4515,,,,,,,,,
4,8,7,7,4516,,,,,,,,,
5,6,8,7,4516,,,,,,,,,
6,4,9,7,4516,,,,,,,,,
4,9,5,8,4517,,,,,,,,,
5,7,6,8,4517,,,,,,,,,
6,5,7,8,4517,,,,,,,,,
7,3,8,8,4517,,,,,,,,,
8,1,9,8,4517,,,,,,,,,
5,8,4,9,4518,,,,,,,,,
6,6,5,9,4518,,,,,,,,,
7,4,6,9,4518,,,,,,,,,
8,2,7,9,4518,,,,,,,,,
9,0,8,9,4518,,,,,,,,,
5,9,2,10,4519,,,,,,,,,
6,7,3,10,4519,,,,,,,,,
7,5,4,10,4519,,,,,,,,,
8,3,5,10,4519,,,,,,,,,
9,1,6,10,4519,,,,,,,,,
6,9,9,3,4521,,,,,,,,,
7,8,8,4,4522,,,,,,,,,
8,6,9,4,4522,,,,,,,,,
7,9,6,5,4523,,,,,,,,,
8,7,7,5,4523,,,,,,,,,
9,5,8,5,4523,,,,,,,,,
8,8,5,6,4524,,,,,,,,,
9,6,6,6,4524,,,,,,,,,
8,9,3,7,4525,,,,,,,,,
9,7,4,7,4525,,,,,,,,,
9,8,2,8,4526,,,,,,,,,
9,9,0,9,4527,,,,,,,,,
0,8,8,9,4528,,,,,,,,,
1,6,9,9,4528,,,,,,,,,
0,9,6,10,4529,,,,,,,,,
1,7,7,10,4529,,,,,,,,,
2,5,8,10,4529,,,,,,,,,
3,3,9,10,4529,,,,,,,,,
4,1,10,10,4529,,,,,,,,,
3,8,9,6,4534,,,,,,,,,
3,9,7,7,4535,,,,,,,,,
4,7,8,7,4535,,,,,,,,,
5,5,9,7,4535,,,,,,,,,
4,8,6,8,4536,,,,,,,,,
5,6,7,8,4536,,,,,,,,,
6,4,8,8,4536,,,,,,,,,
7,2,9,8,4536,,,,,,,,,
4,9,4,9,4537,,,,,,,,,
5,7,5,9,4537,,,,,,,,,
6,5,6,9,4537,,,,,,,,,
7,3,7,9,4537,,,,,,,,,
8,1,8,9,4537,,,,,,,,,
5,8,3,10,4538,,,,,,,,,
6,6,4,10,4538,,,,,,,,,
7,4,5,10,4538,,,,,,,,,
8,2,6,10,4538,,,,,,,,,
9,0,7,10,4538,,,,,,,,,
6,9,8,4,4541,,,,,,,,,
7,7,9,4,4541,,,,,,,,,
7,8,7,5,4542,,,,,,,,,
8,6,8,5,4542,,,,,,,,,
9,4,9,5,4542,,,,,,,,,
7,9,5,6,4543,,,,,,,,,
8,7,6,6,4543,,,,,,,,,
9,5,7,6,4543,,,,,,,,,
8,8,4,7,4544,,,,,,,,,
9,6,5,7,4544,,,,,,,,,
8,9,2,8,4545,,,,,,,,,
9,7,3,8,4545,,,,,,,,,
9,8,1,9,4546,,,,,,,,,
0,7,9,9,4547,,,,,,,,,
9,9,9,1,4547,,,,,,,,,
0,8,7,10,4548,,,,,,,,,
1,6,8,10,4548,,,,,,,,,
2,4,9,10,4548,,,,,,,,,
3,2,10,10,4548,,,,,,,,,
2,9,9,6,4553,,,,,,,,,
3,8,8,7,4554,,,,,,,,,
4,6,9,7,4554,,,,,,,,,
3,9,6,8,4555,,,,,,,,,
4,7,7,8,4555,,,,,,,,,
5,5,8,8,4555,,,,,,,,,
6,3,9,8,4555,,,,,,,,,
4,8,5,9,4556,,,,,,,,,
5,6,6,9,4556,,,,,,,,,
6,4,7,9,4556,,,,,,,,,
7,2,8,9,4556,,,,,,,,,
8,0,9,9,4556,,,,,,,,,
4,9,3,10,4557,,,,,,,,,
5,7,4,10,4557,,,,,,,,,
6,5,5,10,4557,,,,,,,,,
7,3,6,10,4557,,,,,,,,,
8,1,7,10,4557,,,,,,,,,
6,8,9,4,4560,,,,,,,,,
6,9,7,5,4561,,,,,,,,,
7,7,8,5,4561,,,,,,,,,
8,5,9,5,4561,,,,,,,,,
7,8,6,6,4562,,,,,,,,,
8,6,7,6,4562,,,,,,,,,
9,4,8,6,4562,,,,,,,,,
7,9,4,7,4563,,,,,,,,,
8,7,5,7,4563,,,,,,,,,
9,5,6,7,4563,,,,,,,,,
8,8,3,8,4564,,,,,,,,,
9,6,4,8,4564,,,,,,,,,
8,9,1,9,4565,,,,,,,,,
9,7,2,9,4565,,,,,,,,,
9,8,0,10,4566,,,,,,,,,
0,7,8,10,4567,,,,,,,,,
1,5,9,10,4567,,,,,,,,,
2,3,10,10,4567,,,,,,,,,
9,9,8,2,4567,,,,,,,,,
2,9,8,7,4573,,,,,,,,,
3,7,9,7,4573,,,,,,,,,
3,8,7,8,4574,,,,,,,,,
4,6,8,8,4574,,,,,,,,,
5,4,9,8,4574,,,,,,,,,
3,9,5,9,4575,,,,,,,,,
4,7,6,9,4575,,,,,,,,,
5,5,7,9,4575,,,,,,,,,
6,3,8,9,4575,,,,,,,,,
7,1,9,9,4575,,,,,,,,,
4,8,4,10,4576,,,,,,,,,
5,6,5,10,4576,,,,,,,,,
6,4,6,10,4576,,,,,,,,,
7,2,7,10,4576,,,,,,,,,
8,0,8,10,4576,,,,,,,,,
5,9,9,4,4579,,,,,,,,,
6,8,8,5,4580,,,,,,,,,
7,6,9,5,4580,,,,,,,,,
6,9,6,6,4581,,,,,,,,,
7,7,7,6,4581,,,,,,,,,
8,5,8,6,4581,,,,,,,,,
9,3,9,6,4581,,,,,,,,,
7,8,5,7,4582,,,,,,,,,
8,6,6,7,4582,,,,,,,,,
9,4,7,7,4582,,,,,,,,,
7,9,3,8,4583,,,,,,,,,
8,7,4,8,4583,,,,,,,,,
9,5,5,8,4583,,,,,,,,,
8,8,2,9,4584,,,,,,,,,
9,6,3,9,4584,,,,,,,,,
8,9,0,10,4585,,,,,,,,,
9,7,1,10,4585,,,,,,,,,
0,6,9,10,4586,,,,,,,,,
1,4,10,10,4586,,,,,,,,,
9,8,9,2,4586,,,,,,,,,
9,9,7,3,4587,,,,,,,,,
2,8,9,7,4592,,,,,,,,,
2,9,7,8,4593,,,,,,,,,
3,7,8,8,4593,,,,,,,,,
4,5,9,8,4593,,,,,,,,,
3,8,6,9,4594,,,,,,,,,
4,6,7,9,4594,,,,,,,,,
5,4,8,9,4594,,,,,,,,,
6,2,9,9,4594,,,,,,,,,
3,9,4,10,4595,,,,,,,,,
4,7,5,10,4595,,,,,,,,,
5,5,6,10,4595,,,,,,,,,
6,3,7,10,4595,,,,,,,,,
7,1,8,10,4595,,,,,,,,,
5,9,8,5,4599,,,,,,,,,
6,7,9,5,4599,,,,,,,,,
6,8,7,6,4600,,,,,,,,,
7,6,8,6,4600,,,,,,,,,
8,4,9,6,4600,,,,,,,,,
6,9,5,7,4601,,,,,,,,,
7,7,6,7,4601,,,,,,,,,
8,5,7,7,4601,,,,,,,,,
9,3,8,7,4601,,,,,,,,,
7,8,4,8,4602,,,,,,,,,
8,6,5,8,4602,,,,,,,,,
9,4,6,8,4602,,,,,,,,,
7,9,2,9,4603,,,,,,,,,
8,7,3,9,4603,,,,,,,,,
9,5,4,9,4603,,,,,,,,,
8,8,1,10,4604,,,,,,,,,
9,6,2,10,4604,,,,,,,,,
0,5,10,10,4605,,,,,,,,,
8,9,9,2,4605,,,,,,,,,
9,8,8,3,4606,,,,,,,,,
9,9,6,4,4607,,,,,,,,,
1,9,9,7,4611,,,,,,,,,
2,8,8,8,4612,,,,,,,,,
3,6,9,8,4612,,,,,,,,,
2,9,6,9,4613,,,,,,,,,
3,7,7,9,4613,,,,,,,,,
4,5,8,9,4613,,,,,,,,,
5,3,9,9,4613,,,,,,,,,
3,8,5,10,4614,,,,,,,,,
4,6,6,10,4614,,,,,,,,,
5,4,7,10,4614,,,,,,,,,
6,2,8,10,4614,,,,,,,,,
7,0,9,10,4614,,,,,,,,,
5,8,9,5,4618,,,,,,,,,
5,9,7,6,4619,,,,,,,,,
6,7,8,6,4619,,,,,,,,,
7,5,9,6,4619,,,,,,,,,
6,8,6,7,4620,,,,,,,,,
7,6,7,7,4620,,,,,,,,,
8,4,8,7,4620,,,,,,,,,
9,2,9,7,4620,,,,,,,,,
6,9,4,8,4621,,,,,,,,,
7,7,5,8,4621,,,,,,,,,
8,5,6,8,4621,,,,,,,,,
9,3,7,8,4621,,,,,,,,,
7,8,3,9,4622,,,,,,,,,
8,6,4,9,4622,,,,,,,,,
9,4,5,9,4622,,,,,,,,,
7,9,1,10,4623,,,,,,,,,
8,7,2,10,4623,,,,,,,,,
9,5,3,10,4623,,,,,,,,,
8,9,8,3,4625,,,,,,,,,
9,7,9,3,4625,,,,,,,,,
9,8,7,4,4626,,,,,,,,,
9,9,5,5,4627,,,,,,,,,
1,9,8,8,4631,,,,,,,,,
2,7,9,8,4631,,,,,,,,,
2,8,7,9,4632,,,,,,,,,
3,6,8,9,4632,,,,,,,,,
4,4,9,9,4632,,,,,,,,,
2,9,5,10,4633,,,,,,,,,
3,7,6,10,4633,,,,,,,,,
4,5,7,10,4633,,,,,,,,,
5,3,8,10,4633,,,,,,,,,
6,1,9,10,4633,,,,,,,,,
4,9,9,5,4637,,,,,,,,,
5,8,8,6,4638,,,,,,,,,
6,6,9,6,4638,,,,,,,,,
5,9,6,7,4639,,,,,,,,,
6,7,7,7,4639,,,,,,,,,
7,5,8,7,4639,,,,,,,,,
8,3,9,7,4639,,,,,,,,,
6,8,5,8,4640,,,,,,,,,
7,6,6,8,4640,,,,,,,,,
8,4,7,8,4640,,,,,,,,,
9,2,8,8,4640,,,,,,,,,
6,9,3,9,4641,,,,,,,,,
7,7,4,9,4641,,,,,,,,,
8,5,5,9,4641,,,,,,,,,
9,3,6,9,4641,,,,,,,,,
7,8,2,10,4642,,,,,,,,,
8,6,3,10,4642,,,,,,,,,
9,4,4,10,4642,,,,,,,,,
8,8,9,3,4644,,,,,,,,,
8,9,7,4,4645,,,,,,,,,
9,7,8,4,4645,,,,,,,,,
9,8,6,5,4646,,,,,,,,,
9,9,4,6,4647,,,,,,,,,
1,8,9,8,4650,,,,,,,,,
1,9,7,9,4651,,,,,,,,,
