"2m","2mp","4m","6m","mm"
8,3,0,7,8,2399
8,5,7,1,7,2399
8,5,7,5,4,2399
8,5,7,9,1,2399
8,9,5,0,6,2399
8,9,5,4,3,2399
8,9,5,8,0,2399
9,2,4,3,9,2399
9,2,4,7,6,2399
9,6,2,2,8,2399
9,6,2,6,5,2399
9,8,9,0,4,2399
9,8,9,4,1,2399
0,2,7,7,8,2400
0,6,5,2,10,2400
0,6,5,6,7,2400
1,3,2,8,9,2400
1,5,9,2,8,2400
1,5,9,6,5,2400
1,7,0,7,8,2400
1,9,7,1,7,2400
1,9,7,5,4,2400
1,9,7,9,1,2400
2,2,6,4,10,2400
2,2,6,8,7,2400
2,6,4,3,9,2400
2,6,4,7,6,2400
3,3,1,9,8,2400
3,5,8,3,7,2400
3,5,8,7,4,2400
3,9,6,2,6,2400
3,9,6,6,3,2400
4,2,5,5,9,2400
4,2,5,9,6,2400
4,6,3,4,8,2400
4,6,3,8,5,2400
5,1,9,1,10,2400
5,1,9,5,7,2400
5,1,9,9,4,2400
5,3,0,6,10,2400
5,5,7,0,9,2400
5,5,7,4,6,2400
5,5,7,8,3,2400
5,9,5,3,5,2400
5,9,5,7,2,2400
6,2,4,6,8,2400
6,6,2,1,10,2400
6,6,2,5,7,2400
6,6,2,9,4,2400
6,8,9,3,3,2400
6,8,9,7,0,2400
7,1,8,2,9,2400
7,1,8,6,6,2400
7,5,6,1,8,2400
7,5,6,5,5,2400
7,5,6,9,2,2400
7,9,4,0,7,2400
7,9,4,4,4,2400
7,9,4,8,1,2400
8,2,3,3,10,2400
8,2,3,7,7,2400
8,6,1,2,9,2400
8,6,1,6,6,2400
8,8,8,0,5,2400
8,8,8,4,2,2400
9,1,7,3,8,2400
9,1,7,7,5,2400
9,5,5,2,7,2400
9,5,5,6,4,2400
9,9,3,1,6,2400
9,9,3,5,3,2400
9,9,3,9,0,2400
0,3,1,8,10,2401
0,5,8,2,9,2401
0,5,8,6,6,2401
0,9,6,1,8,2401
0,9,6,5,5,2401
0,9,6,9,2,2401
1,2,5,8,8,2401
1,6,3,3,10,2401
1,6,3,7,7,2401
2,1,9,4,9,2401
2,1,9,8,6,2401
2,3,0,9,9,2401
2,5,7,3,8,2401
2,5,7,7,5,2401
2,9,5,2,7,2401
2,9,5,6,4,2401
3,2,4,5,10,2401
3,2,4,9,7,2401
3,6,2,4,9,2401
3,6,2,8,6,2401
3,8,9,2,5,2401
3,8,9,6,2,2401
4,1,8,5,8,2401
4,1,8,9,5,2401
4,5,6,0,10,2401
4,5,6,4,7,2401
4,5,6,8,4,2401
4,9,4,3,6,2401
4,9,4,7,3,2401
5,2,3,6,9,2401
5,6,1,5,8,2401
5,6,1,9,5,2401
5,8,8,3,4,2401
5,8,8,7,1,2401
6,1,7,2,10,2401
6,1,7,6,7,2401
6,5,5,1,9,2401
6,5,5,5,6,2401
6,5,5,9,3,2401
6,9,3,0,8,2401
6,9,3,4,5,2401
6,9,3,8,2,2401
7,2,2,7,8,2401
7,4,9,1,7,2401
7,4,9,5,4,2401
7,4,9,9,1,2401
7,6,0,2,10,2401
7,6,0,6,7,2401
7,8,7,0,6,2401
7,8,7,4,3,2401
7,8,7,8,0,2401
8,1,6,3,9,2401
8,1,6,7,6,2401
8,5,4,2,8,2401
8,5,4,6,5,2401
8,9,2,1,7,2401
8,9,2,5,4,2401
8,9,2,9,1,2401
9,2,1,4,10,2401
9,2,1,8,7,2401
9,4,8,2,6,2401
9,4,8,6,3,2401
9,8,6,1,5,2401
9,8,6,5,2,2401
0,2,4,8,9,2402
0,6,2,7,8,2402
0,8,9,1,7,2402
0,8,9,5,4,2402
0,8,9,9,1,2402
1,1,8,4,10,2402
1,1,8,8,7,2402
1,5,6,3,9,2402
1,5,6,7,6,2402
1,9,4,2,8,2402
1,9,4,6,5,2402
2,2,3,9,8,2402
2,6,1,4,10,2402
2,6,1,8,7,2402
2,8,8,2,6,2402
2,8,8,6,3,2402
3,1,7,5,9,2402
3,1,7,9,6,2402
3,5,5,4,8,2402
3,5,5,8,5,2402
3,9,3,3,7,2402
3,9,3,7,4,2402
4,2,2,6,10,2402
4,4,9,0,9,2402
4,4,9,4,6,2402
4,4,9,8,3,2402
4,6,0,5,9,2402
4,6,0,9,6,2402
4,8,7,3,5,2402
4,8,7,7,2,2402
5,1,6,6,8,2402
5,5,4,1,10,2402
5,5,4,5,7,2402
5,5,4,9,4,2402
5,9,2,0,9,2402
5,9,2,4,6,2402
5,9,2,8,3,2402
6,2,1,7,9,2402
6,4,8,1,8,2402
6,4,8,5,5,2402
6,4,8,9,2,2402
6,8,6,0,7,2402
6,8,6,4,4,2402
6,8,6,8,1,2402
7,1,5,3,10,2402
7,1,5,7,7,2402
7,5,3,2,9,2402
7,5,3,6,6,2402
7,9,1,1,8,2402
7,9,1,5,5,2402
7,9,1,9,2,2402
8,0,9,3,8,2402
8,0,9,7,5,2402
8,2,0,8,8,2402
8,4,7,2,7,2402
8,4,7,6,4,2402
8,8,5,1,6,2402
8,8,5,5,3,2402
8,8,5,9,0,2402
9,1,4,4,9,2402
9,1,4,8,6,2402
9,5,2,3,8,2402
9,5,2,7,5,2402
9,7,9,1,4,2402
9,7,9,5,1,2402
9,9,0,2,7,2402
9,9,0,6,4,2402
0,1,7,8,8,2403
0,5,5,3,10,2403
0,5,5,7,7,2403
0,9,3,2,9,2403
0,9,3,6,6,2403
1,2,2,9,9,2403
1,4,9,3,8,2403
1,4,9,7,5,2403
1,6,0,8,8,2403
1,8,7,2,7,2403
1,8,7,6,4,2403
2,1,6,5,10,2403
2,1,6,9,7,2403
2,5,4,4,9,2403
2,5,4,8,6,2403
2,9,2,3,8,2403
2,9,2,7,5,2403
3,4,8,0,10,2403
3,4,8,4,7,2403
3,4,8,8,4,2403
3,8,6,3,6,2403
3,8,6,7,3,2403
4,1,5,6,9,2403
4,5,3,5,8,2403
4,5,3,9,5,2403
4,9,1,0,10,2403
4,9,1,4,7,2403
4,9,1,8,4,2403
5,0,9,2,10,2403
5,0,9,6,7,2403
5,2,0,7,10,2403
5,4,7,1,9,2403
5,4,7,5,6,2403
5,4,7,9,3,2403
5,8,5,0,8,2403
5,8,5,4,5,2403
5,8,5,8,2,2403
6,1,4,7,8,2403
6,5,2,2,10,2403
6,5,2,6,7,2403
6,7,9,0,6,2403
6,7,9,4,3,2403
6,7,9,8,0,2403
6,9,0,1,9,2403
6,9,0,5,6,2403
6,9,0,9,3,2403
7,0,8,3,9,2403
7,0,8,7,6,2403
7,4,6,2,8,2403
7,4,6,6,5,2403
7,8,4,1,7,2403
7,8,4,5,4,2403
7,8,4,9,1,2403
8,1,3,4,10,2403
8,1,3,8,7,2403
8,5,1,3,9,2403
8,5,1,7,6,2403
8,7,8,1,5,2403
8,7,8,5,2,2403
9,0,7,4,8,2403
9,0,7,8,5,2403
9,4,5,3,7,2403
9,4,5,7,4,2403
9,8,3,2,6,2403
9,8,3,6,3,2403
0,2,1,9,10,2404
0,4,8,3,9,2404
0,4,8,7,6,2404
0,8,6,2,8,2404
0,8,6,6,5,2404
1,1,5,9,8,2404
1,5,3,4,10,2404
1,5,3,8,7,2404
1,9,1,3,9,2404
1,9,1,7,6,2404
2,0,9,5,9,2404
2,0,9,9,6,2404
2,4,7,4,8,2404
2,4,7,8,5,2404
2,8,5,3,7,2404
2,8,5,7,4,2404
3,1,4,6,10,2404
3,5,2,5,9,2404
3,5,2,9,6,2404
3,7,9,3,5,2404
3,7,9,7,2,2404
3,9,0,4,8,2404
3,9,0,8,5,2404
4,0,8,6,8,2404
4,4,6,1,10,2404
4,4,6,5,7,2404
4,4,6,9,4,2404
4,8,4,0,9,2404
4,8,4,4,6,2404
4,8,4,8,3,2404
5,1,3,7,9,2404
5,5,1,6,8,2404
5,7,8,0,7,2404
5,7,8,4,4,2404
5,7,8,8,1,2404
6,0,7,3,10,2404
6,0,7,7,7,2404
6,4,5,2,9,2404
6,4,5,6,6,2404
6,8,3,1,8,2404
6,8,3,5,5,2404
6,8,3,9,2,2404
7,1,2,8,8,2404
7,3,9,2,7,2404
7,3,9,6,4,2404
7,5,0,3,10,2404
7,5,0,7,7,2404
7,7,7,1,6,2404
7,7,7,5,3,2404
7,7,7,9,0,2404
8,0,6,4,9,2404
8,0,6,8,6,2404
8,4,4,3,8,2404
8,4,4,7,5,2404
8,8,2,2,7,2404
8,8,2,6,4,2404
9,1,1,5,10,2404
9,1,1,9,7,2404
9,3,8,3,6,2404
9,3,8,7,3,2404
9,7,6,2,5,2404
9,7,6,6,2,2404
0,1,4,9,9,2405
0,5,2,8,8,2405
0,7,9,2,7,2405
0,7,9,6,4,2405
0,9,0,3,10,2405
0,9,0,7,7,2405
1,0,8,5,10,2405
1,0,8,9,7,2405
1,4,6,4,9,2405
1,4,6,8,6,2405
1,8,4,3,8,2405
1,8,4,7,5,2405
2,5,1,5,10,2405
2,5,1,9,7,2405
2,7,8,3,6,2405
2,7,8,7,3,2405
3,0,7,6,9,2405
3,4,5,5,8,2405
3,4,5,9,5,2405
3,8,3,0,10,2405
3,8,3,4,7,2405
3,8,3,8,4,2405
4,1,2,7,10,2405
4,3,9,1,9,2405
4,3,9,5,6,2405
4,3,9,9,3,2405
4,5,0,6,9,2405
4,7,7,0,8,2405
4,7,7,4,5,2405
4,7,7,8,2,2405
5,0,6,7,8,2405
5,4,4,2,10,2405
5,4,4,6,7,2405
5,8,2,1,9,2405
5,8,2,5,6,2405
5,8,2,9,3,2405
6,1,1,8,9,2405
6,3,8,2,8,2405
6,3,8,6,5,2405
6,7,6,1,7,2405
6,7,6,5,4,2405
6,7,6,9,1,2405
7,0,5,4,10,2405
7,0,5,8,7,2405
7,4,3,3,9,2405
7,4,3,7,6,2405
7,8,1,2,8,2405
7,8,1,6,5,2405
8,1,0,9,8,2405
8,3,7,3,7,2405
8,3,7,7,4,2405
8,7,5,2,6,2405
8,7,5,6,3,2405
9,0,4,5,9,2405
9,0,4,9,6,2405
9,4,2,4,8,2405
9,4,2,8,5,2405
9,6,9,2,4,2405
9,6,9,6,1,2405
9,8,0,3,7,2405
9,8,0,7,4,2405
0,0,7,9,8,2406
0,4,5,4,10,2406
0,4,5,8,7,2406
0,8,3,3,9,2406
0,8,3,7,6,2406
1,3,9,4,8,2406
1,3,9,8,5,2406
1,5,0,9,8,2406
1,7,7,3,7,2406
1,7,7,7,4,2406
2,0,6,6,10,2406
2,4,4,5,9,2406
2,4,4,9,6,2406
2,8,2,4,8,2406
2,8,2,8,5,2406
3,3,8,1,10,2406
3,3,8,5,7,2406
3,3,8,9,4,2406
3,7,6,0,9,2406
3,7,6,4,6,2406
3,7,6,8,3,2406
4,0,5,7,9,2406
4,4,3,6,8,2406
4,8,1,1,10,2406
4,8,1,5,7,2406
4,8,1,9,4,2406
5,1,0,8,10,2406
5,3,7,2,9,2406
5,3,7,6,6,2406
5,7,5,1,8,2406
5,7,5,5,5,2406
5,7,5,9,2,2406
6,0,4,8,8,2406
6,4,2,3,10,2406
6,4,2,7,7,2406
6,6,9,1,6,2406
6,6,9,5,3,2406
6,6,9,9,0,2406
6,8,0,2,9,2406
6,8,0,6,6,2406
7,3,6,3,8,2406
7,3,6,7,5,2406
7,7,4,2,7,2406
7,7,4,6,4,2406
8,0,3,5,10,2406
8,0,3,9,7,2406
8,4,1,4,9,2406
8,4,1,8,6,2406
8,6,8,2,5,2406
8,6,8,6,2,2406
9,3,5,0,10,2406
9,3,5,4,7,2406
9,3,5,8,4,2406
9,7,3,3,6,2406
9,7,3,7,3,2406
0,1,1,10,10,2407
0,3,8,4,9,2407
0,3,8,8,6,2407
0,7,6,3,8,2407
0,7,6,7,5,2407
1,4,3,5,10,2407
1,4,3,9,7,2407
1,8,1,4,9,2407
1,8,1,8,6,2407
2,3,7,5,8,2407
2,3,7,9,5,2407
2,7,5,0,10,2407
2,7,5,4,7,2407
2,7,5,8,4,2407
3,0,4,7,10,2407
3,4,2,6,9,2407
3,6,9,0,8,2407
3,6,9,4,5,2407
3,6,9,8,2,2407
3,8,0,5,8,2407
3,8,0,9,5,2407
4,3,6,2,10,2407
4,3,6,6,7,2407
4,7,4,1,9,2407
4,7,4,5,6,2407
4,7,4,9,3,2407
5,0,3,8,9,2407
5,4,1,7,8,2407
5,6,8,1,7,2407
5,6,8,5,4,2407
5,6,8,9,1,2407
6,3,5,3,9,2407
6,3,5,7,6,2407
6,7,3,2,8,2407
6,7,3,6,5,2407
7,0,2,9,8,2407
7,2,9,3,7,2407
7,2,9,7,4,2407
7,4,0,4,10,2407
7,4,0,8,7,2407
7,6,7,2,6,2407
7,6,7,6,3,2407
8,3,4,4,8,2407
8,3,4,8,5,2407
8,7,2,3,7,2407
8,7,2,7,4,2407
8,9,9,1,3,2407
8,9,9,5,0,2407
9,0,1,6,10,2407
9,2,8,0,9,2407
9,2,8,4,6,2407
9,2,8,8,3,2407
9,6,6,3,5,2407
9,6,6,7,2,2407
0,4,2,9,8,2408
0,6,9,3,7,2408
0,6,9,7,4,2408
0,8,0,4,10,2408
0,8,0,8,7,2408
1,3,6,5,9,2408
1,3,6,9,6,2408
1,7,4,4,8,2408
1,7,4,8,5,2408
2,4,1,6,10,2408
2,6,8,0,9,2408
2,6,8,4,6,2408
2,6,8,8,3,2408
3,3,5,6,8,2408
3,7,3,1,10,2408
3,7,3,5,7,2408
3,7,3,9,4,2408
4,0,2,8,10,2408
4,2,9,2,9,2408
4,2,9,6,6,2408
4,4,0,7,9,2408
4,6,7,1,8,2408
4,6,7,5,5,2408
4,6,7,9,2,2408
5,3,4,3,10,2408
5,3,4,7,7,2408
5,7,2,2,9,2408
5,7,2,6,6,2408
5,9,9,0,5,2408
5,9,9,4,2,2408
6,0,1,9,9,2408
6,2,8,3,8,2408
6,2,8,7,5,2408
6,6,6,2,7,2408
6,6,6,6,4,2408
7,3,3,4,9,2408
7,3,3,8,6,2408
7,7,1,3,8,2408
7,7,1,7,5,2408
7,9,8,1,4,2408
7,9,8,5,1,2408
8,2,7,0,10,2408
8,2,7,4,7,2408
8,2,7,8,4,2408
8,6,5,3,6,2408
8,6,5,7,3,2408
9,3,2,5,8,2408
9,3,2,9,5,2408
9,5,9,3,4,2408
9,5,9,7,1,2408
9,7,0,0,10,2408
9,7,0,4,7,2408
9,7,0,8,4,2408
9,9,7,2,3,2408
9,9,7,6,0,2408
0,3,5,5,10,2409
0,3,5,9,7,2409
0,7,3,4,9,2409
0,7,3,8,6,2409
1,2,9,5,8,2409
1,2,9,9,5,2409
1,6,7,0,10,2409
1,6,7,4,7,2409
1,6,7,8,4,2409
2,3,4,6,9,2409
2,7,2,5,8,2409
2,7,2,9,5,2409
2,9,9,3,4,2409
2,9,9,7,1,2409
3,2,8,2,10,2409
3,2,8,6,7,2409
3,6,6,1,9,2409
3,6,6,5,6,2409
3,6,6,9,3,2409
4,3,3,7,8,2409
4,7,1,2,10,2409
4,7,1,6,7,2409
4,9,8,0,6,2409
4,9,8,4,3,2409
4,9,8,8,0,2409
5,0,0,9,10,2409
5,2,7,3,9,2409
5,2,7,7,6,2409
5,6,5,2,8,2409
5,6,5,6,5,2409
6,3,2,4,10,2409
6,3,2,8,7,2409
6,5,9,2,6,2409
6,5,9,6,3,2409
6,7,0,3,9,2409
6,7,0,7,6,2409
6,9,7,1,5,2409
6,9,7,5,2,2409
7,2,6,4,8,2409
7,2,6,8,5,2409
7,6,4,3,7,2409
7,6,4,7,4,2409
8,3,1,5,9,2409
8,3,1,9,6,2409
8,5,8,3,5,2409
8,5,8,7,2,2409
8,9,6,2,4,2409
8,9,6,6,1,2409
9,2,5,1,10,2409
9,2,5,5,7,2409
9,2,5,9,4,2409
9,6,3,0,9,2409
9,6,3,4,6,2409
9,6,3,8,3,2409
0,2,8,5,9,2410
0,2,8,9,6,2410
0,6,6,4,8,2410
0,6,6,8,5,2410
1,3,3,6,10,2410
1,7,1,5,9,2410
1,7,1,9,6,2410
1,9,8,3,5,2410
1,9,8,7,2,2410
2,2,7,6,8,2410
2,6,5,1,10,2410
2,6,5,5,7,2410
2,6,5,9,4,2410
3,3,2,7,9,2410
3,5,9,1,8,2410
3,5,9,5,5,2410
3,5,9,9,2,2410
3,7,0,6,8,2410
3,9,7,0,7,2410
3,9,7,4,4,2410
3,9,7,8,1,2410
4,2,6,3,10,2410
4,2,6,7,7,2410
4,6,4,2,9,2410
4,6,4,6,6,2410
5,3,1,8,8,2410
5,5,8,2,7,2410
5,5,8,6,4,2410
5,9,6,1,6,2410
5,9,6,5,3,2410
5,9,6,9,0,2410
6,2,5,4,9,2410
6,2,5,8,6,2410
6,6,3,3,8,2410
6,6,3,7,5,2410
7,1,9,0,10,2410
7,1,9,4,7,2410
7,1,9,8,4,2410
7,3,0,5,10,2410
7,3,0,9,7,2410
7,5,7,3,6,2410
7,5,7,7,3,2410
7,9,5,2,5,2410
7,9,5,6,2,2410
8,2,4,5,8,2410
8,2,4,9,5,2410
8,6,2,0,10,2410
8,6,2,4,7,2410
8,6,2,8,4,2410
8,8,9,2,3,2410
8,8,9,6,0,2410
9,1,8,1,9,2410
9,1,8,5,6,2410
9,1,8,9,3,2410
9,5,6,0,8,2410
9,5,6,4,5,2410
9,5,6,8,2,2410
9,9,4,3,4,2410
9,9,4,7,1,2410
0,5,9,0,10,2411
0,5,9,4,7,2411
0,5,9,8,4,2411
0,7,0,5,10,2411
0,7,0,9,7,2411
0,9,7,3,6,2411
0,9,7,7,3,2411
1,2,6,6,9,2411
1,6,4,5,8,2411
1,6,4,9,5,2411
2,3,1,7,10,2411
2,5,8,1,9,2411
2,5,8,5,6,2411
2,5,8,9,3,2411
2,9,6,0,8,2411
2,9,6,4,5,2411
2,9,6,8,2,2411
3,2,5,7,8,2411
3,6,3,2,10,2411
3,6,3,6,7,2411
4,1,9,3,9,2411
4,1,9,7,6,2411
4,3,0,8,9,2411
4,5,7,2,8,2411
4,5,7,6,5,2411
4,9,5,1,7,2411
4,9,5,5,4,2411
4,9,5,9,1,2411
5,2,4,4,10,2411
5,2,4,8,7,2411
5,6,2,3,9,2411
5,6,2,7,6,2411
5,8,9,1,5,2411
5,8,9,5,2,2411
6,1,8,4,8,2411
6,1,8,8,5,2411
6,5,6,3,7,2411
6,5,6,7,4,2411
6,9,4,2,6,2411
6,9,4,6,3,2411
7,2,3,5,9,2411
7,2,3,9,6,2411
7,6,1,4,8,2411
7,6,1,8,5,2411
7,8,8,2,4,2411
7,8,8,6,1,2411
8,1,7,1,10,2411
8,1,7,5,7,2411
8,1,7,9,4,2411
8,5,5,0,9,2411
8,5,5,4,6,2411
8,5,5,8,3,2411
8,9,3,3,5,2411
8,9,3,7,2,2411
9,2,2,6,8,2411
9,4,9,0,7,2411
9,4,9,4,4,2411
9,4,9,8,1,2411
9,6,0,1,10,2411
9,6,0,5,7,2411
9,6,0,9,4,2411
9,8,7,3,3,2411
9,8,7,7,0,2411
0,2,5,6,10,2412
0,6,3,5,9,2412
0,6,3,9,6,2412
1,1,9,6,8,2412
1,5,7,1,10,2412
1,5,7,5,7,2412
1,5,7,9,4,2412
1,9,5,0,9,2412
1,9,5,4,6,2412
1,9,5,8,3,2412
2,2,4,7,9,2412
2,6,2,6,8,2412
2,8,9,0,7,2412
2,8,9,4,4,2412
2,8,9,8,1,2412
3,1,8,3,10,2412
3,1,8,7,7,2412
3,5,6,2,9,2412
3,5,6,6,6,2412
3,9,4,1,8,2412
3,9,4,5,5,2412
3,9,4,9,2,2412
4,2,3,8,8,2412
4,6,1,3,10,2412
4,6,1,7,7,2412
4,8,8,1,6,2412
4,8,8,5,3,2412
4,8,8,9,0,2412
5,1,7,4,9,2412
5,1,7,8,6,2412
5,5,5,3,8,2412
5,5,5,7,5,2412
5,9,3,2,7,2412
5,9,3,6,4,2412
6,2,2,5,10,2412
6,2,2,9,7,2412
6,4,9,3,6,2412
6,4,9,7,3,2412
6,6,0,4,9,2412
6,6,0,8,6,2412
6,8,7,2,5,2412
6,8,7,6,2,2412
7,1,6,5,8,2412
7,1,6,9,5,2412
7,5,4,0,10,2412
7,5,4,4,7,2412
7,5,4,8,4,2412
7,9,2,3,6,2412
7,9,2,7,3,2412
8,2,1,6,9,2412
8,4,8,0,8,2412
8,4,8,4,5,2412
8,4,8,8,2,2412
8,8,6,3,4,2412
8,8,6,7,1,2412
9,1,5,2,10,2412
9,1,5,6,7,2412
9,5,3,1,9,2412
9,5,3,5,6,2412
9,5,3,9,3,2412
9,9,1,0,8,2412
9,9,1,4,5,2412
9,9,1,8,2,2412
0,1,8,6,9,2413
0,5,6,5,8,2413
0,5,6,9,5,2413
0,9,4,0,10,2413
0,9,4,4,7,2413
0,9,4,8,4,2413
1,2,3,7,10,2413
1,6,1,6,9,2413
1,8,8,0,8,2413
1,8,8,4,5,2413
1,8,8,8,2,2413
2,1,7,7,8,2413
2,5,5,2,10,2413
2,5,5,6,7,2413
2,9,3,1,9,2413
2,9,3,5,6,2413
2,9,3,9,3,2413
3,2,2,8,9,2413
3,4,9,2,8,2413
3,4,9,6,5,2413
3,6,0,7,8,2413
3,8,7,1,7,2413
3,8,7,5,4,2413
3,8,7,9,1,2413
4,1,6,4,10,2413
4,1,6,8,7,2413
4,5,4,3,9,2413
4,5,4,7,6,2413
4,9,2,2,8,2413
4,9,2,6,5,2413
5,2,1,9,8,2413
5,4,8,3,7,2413
5,4,8,7,4,2413
5,8,6,2,6,2413
5,8,6,6,3,2413
6,1,5,5,9,2413
6,1,5,9,6,2413
6,5,3,4,8,2413
6,5,3,8,5,2413
6,9,1,3,7,2413
6,9,1,7,4,2413
7,0,9,1,10,2413
7,0,9,5,7,2413
7,0,9,9,4,2413
7,2,0,6,10,2413
7,4,7,0,9,2413
7,4,7,4,6,2413
7,4,7,8,3,2413
7,8,5,3,5,2413
7,8,5,7,2,2413
8,1,4,6,8,2413
8,5,2,1,10,2413
8,5,2,5,7,2413
8,5,2,9,4,2413
8,7,9,3,3,2413
8,7,9,7,0,2413
8,9,0,0,9,2413
8,9,0,4,6,2413
8,9,0,8,3,2413
9,0,8,2,9,2413
9,0,8,6,6,2413
9,4,6,1,8,2413
9,4,6,5,5,2413
9,4,6,9,2,2413
9,8,4,0,7,2413
9,8,4,4,4,2413
9,8,4,8,1,2413
0,4,9,1,10,2414
0,4,9,5,7,2414
0,4,9,9,4,2414
0,6,0,6,10,2414
0,8,7,0,9,2414
0,8,7,4,6,2414
0,8,7,8,3,2414
1,1,6,7,9,2414
1,5,4,6,8,2414
1,9,2,1,10,2414
1,9,2,5,7,2414
1,9,2,9,4,2414
2,2,1,8,10,2414
2,4,8,2,9,2414
2,4,8,6,6,2414
2,8,6,1,8,2414
2,8,6,5,5,2414
2,8,6,9,2,2414
3,1,5,8,8,2414
3,5,3,3,10,2414
3,5,3,7,7,2414
3,9,1,2,9,2414
3,9,1,6,6,2414
4,0,9,4,9,2414
4,0,9,8,6,2414
4,2,0,9,9,2414
4,4,7,3,8,2414
4,4,7,7,5,2414
4,8,5,2,7,2414
4,8,5,6,4,2414
5,1,4,5,10,2414
5,1,4,9,7,2414
5,5,2,4,9,2414
5,5,2,8,6,2414
5,7,9,2,5,2414
5,7,9,6,2,2414
5,9,0,3,8,2414
5,9,0,7,5,2414
6,0,8,5,8,2414
6,0,8,9,5,2414
6,4,6,0,10,2414
6,4,6,4,7,2414
6,4,6,8,4,2414
6,8,4,3,6,2414
6,8,4,7,3,2414
7,1,3,6,9,2414
7,5,1,5,8,2414
7,5,1,9,5,2414
7,7,8,3,4,2414
7,7,8,7,1,2414
8,0,7,2,10,2414
8,0,7,6,7,2414
8,4,5,1,9,2414
8,4,5,5,6,2414
8,4,5,9,3,2414
8,8,3,0,8,2414
8,8,3,4,5,2414
8,8,3,8,2,2414
9,1,2,7,8,2414
9,3,9,1,7,2414
9,3,9,5,4,2414
9,3,9,9,1,2414
9,5,0,2,10,2414
9,5,0,6,7,2414
9,7,7,0,6,2414
9,7,7,4,3,2414
9,7,7,8,0,2414
0,1,5,7,10,2415
0,5,3,6,9,2415
0,9,1,5,8,2415
0,9,1,9,5,2415
1,0,9,7,8,2415
1,4,7,2,10,2415
1,4,7,6,7,2415
1,8,5,1,9,2415
1,8,5,5,6,2415
1,8,5,9,3,2415
2,1,4,8,9,2415
2,5,2,7,8,2415
2,7,9,1,7,2415
2,7,9,5,4,2415
2,7,9,9,1,2415
2,9,0,2,10,2415
2,9,0,6,7,2415
3,0,8,4,10,2415
3,0,8,8,7,2415
3,4,6,3,9,2415
3,4,6,7,6,2415
3,8,4,2,8,2415
3,8,4,6,5,2415
4,1,3,9,8,2415
4,5,1,4,10,2415
4,5,1,8,7,2415
4,7,8,2,6,2415
4,7,8,6,3,2415
5,0,7,5,9,2415
5,0,7,9,6,2415
5,4,5,4,8,2415
5,4,5,8,5,2415
5,8,3,3,7,2415
5,8,3,7,4,2415
6,1,2,6,10,2415
6,3,9,0,9,2415
6,3,9,4,6,2415
6,3,9,8,3,2415
6,5,0,5,9,2415
6,5,0,9,6,2415
6,7,7,3,5,2415
6,7,7,7,2,2415
7,0,6,6,8,2415
7,4,4,1,10,2415
7,4,4,5,7,2415
7,4,4,9,4,2415
7,8,2,0,9,2415
7,8,2,4,6,2415
7,8,2,8,3,2415
8,1,1,7,9,2415
8,3,8,1,8,2415
8,3,8,5,5,2415
8,3,8,9,2,2415
8,7,6,0,7,2415
8,7,6,4,4,2415
8,7,6,8,1,2415
9,0,5,3,10,2415
9,0,5,7,7,2415
9,4,3,2,9,2415
9,4,3,6,6,2415
9,8,1,1,8,2415
9,8,1,5,5,2415
9,8,1,9,2,2415
0,0,8,7,9,2416
0,4,6,6,8,2416
0,8,4,1,10,2416
0,8,4,5,7,2416
0,8,4,9,4,2416
1,1,3,8,10,2416
1,5,1,7,9,2416
1,7,8,1,8,2416
1,7,8,5,5,2416
1,7,8,9,2,2416
2,0,7,8,8,2416
2,4,5,3,10,2416
2,4,5,7,7,2416
2,8,3,2,9,2416
2,8,3,6,6,2416
3,1,2,9,9,2416
3,3,9,3,8,2416
3,3,9,7,5,2416
3,5,0,8,8,2416
3,7,7,2,7,2416
3,7,7,6,4,2416
4,0,6,5,10,2416
4,0,6,9,7,2416
4,4,4,4,9,2416
4,4,4,8,6,2416
4,8,2,3,8,2416
4,8,2,7,5,2416
5,3,8,0,10,2416
5,3,8,4,7,2416
5,3,8,8,4,2416
5,7,6,3,6,2416
5,7,6,7,3,2416
6,0,5,6,9,2416
6,4,3,5,8,2416
6,4,3,9,5,2416
6,8,1,0,10,2416
6,8,1,4,7,2416
6,8,1,8,4,2416
7,1,0,7,10,2416
7,3,7,1,9,2416
7,3,7,5,6,2416
7,3,7,9,3,2416
7,7,5,0,8,2416
7,7,5,4,5,2416
7,7,5,8,2,2416
8,0,4,7,8,2416
8,4,2,2,10,2416
8,4,2,6,7,2416
8,6,9,0,6,2416
8,6,9,4,3,2416
8,6,9,8,0,2416
8,8,0,1,9,2416
8,8,0,5,6,2416
8,8,0,9,3,2416
9,3,6,2,8,2416
9,3,6,6,5,2416
9,7,4,1,7,2416
9,7,4,5,4,2416
9,7,4,9,1,2416
0,3,9,2,10,2417
0,3,9,6,7,2417
0,5,0,7,10,2417
0,7,7,1,9,2417
0,7,7,5,6,2417
0,7,7,9,3,2417
1,0,6,8,9,2417
1,4,4,7,8,2417
1,8,2,2,10,2417
1,8,2,6,7,2417
2,1,1,9,10,2417
2,3,8,3,9,2417
2,3,8,7,6,2417
2,7,6,2,8,2417
2,7,6,6,5,2417
3,0,5,9,8,2417
3,4,3,4,10,2417
3,4,3,8,7,2417
3,8,1,3,9,2417
3,8,1,7,6,2417
4,3,7,4,8,2417
4,3,7,8,5,2417
4,7,5,3,7,2417
4,7,5,7,4,2417
5,0,4,6,10,2417
