2M,4M,6M,MM,
5,1,6,4,7002067
6,0,5,5,7002067
0,6,1,8,7002067
1,5,0,9,7002067
5,9,1,2,7002068
6,8,0,3,7002068
0,7,9,0,7002069
1,6,8,1,7002069
2,5,7,2,7002069
3,4,6,3,7002069
4,3,5,4,7002069
5,2,4,5,7002069
6,1,3,6,7002069
7,0,2,7,7002069
8,0,9,0,7002071
0,8,7,1,7002071
1,7,6,2,7002071
2,6,5,3,7002071
3,5,4,4,7002071
4,4,3,5,7002071
5,3,2,6,7002071
6,2,1,7,7002071
7,1,0,8,7002071
1,0,9,5,7002072
7,2,8,0,7002073
8,1,7,1,7002073
0,9,5,2,7002073
9,0,6,2,7002073
1,8,4,3,7002073
2,7,3,4,7002073
3,6,2,5,7002073
4,5,1,6,7002073
5,4,0,7,7002073
9,8,1,0,7002074
0,2,8,5,7002074
1,1,7,6,7002074
2,0,6,7,7002074
6,4,7,0,7002075
7,3,6,1,7002075
8,2,5,2,7002075
9,1,4,3,7002075
1,9,2,4,7002075
2,8,1,5,7002075
3,7,0,6,7002075
0,3,6,6,7002076
1,2,5,7,7002076
2,1,4,8,7002076
3,0,3,9,7002076
5,6,6,0,7002077
6,5,5,1,7002077
7,4,4,2,7002077
8,3,3,3,7002077
9,2,2,4,7002077
0,4,4,7,7002078
1,3,3,8,7002078
2,2,2,9,7002078
3,1,1,10,7002078
4,8,5,0,7002079
5,7,4,1,7002079
6,6,3,2,7002079
7,5,2,3,7002079
8,4,1,4,7002079
9,3,0,5,7002079
3,2,9,2,7002080
4,1,8,3,7002080
5,0,7,4,7002080
0,5,2,8,7002080
1,4,1,9,7002080
2,3,0,10,7002080
4,9,3,1,7002081
5,8,2,2,7002081
6,7,1,3,7002081
7,6,0,4,7002081
1,5,9,1,7002082
2,4,8,2,7002082
3,3,7,3,7002082
4,2,6,4,7002082
5,1,5,5,7002082
6,0,4,6,7002082
0,6,0,9,7002082
5,9,0,3,7002083
0,7,8,1,7002084
1,6,7,2,7002084
2,5,6,3,7002084
3,4,5,4,7002084
4,3,4,5,7002084
5,2,3,6,7002084
6,1,2,7,7002084
7,0,1,8,7002084
7,1,9,0,7002086
8,0,8,1,7002086
0,8,6,2,7002086
1,7,5,3,7002086
2,6,4,4,7002086
3,5,3,5,7002086
4,4,2,6,7002086
5,3,1,7,7002086
6,2,0,8,7002086
9,7,2,0,7002087
0,1,9,5,7002087
1,0,8,6,7002087
6,3,8,0,7002088
7,2,7,1,7002088
8,1,6,2,7002088
0,9,4,3,7002088
9,0,5,3,7002088
1,8,3,4,7002088
2,7,2,5,7002088
3,6,1,6,7002088
4,5,0,7,7002088
8,9,1,0,7002089
9,8,0,1,7002089
0,2,7,6,7002089
1,1,6,7,7002089
2,0,5,8,7002089
5,5,7,0,7002090
6,4,6,1,7002090
7,3,5,2,7002090
8,2,4,3,7002090
9,1,3,4,7002090
1,9,1,5,7002090
2,8,0,6,7002090
0,3,5,7,7002091
1,2,4,8,7002091
2,1,3,9,7002091
3,0,2,10,7002091
4,7,6,0,7002092
5,6,5,1,7002092
6,5,4,2,7002092
7,4,3,3,7002092
8,3,2,4,7002092
9,2,1,5,7002092
4,0,9,3,7002093
0,4,3,8,7002093
1,3,2,9,7002093
2,2,1,10,7002093
3,9,5,0,7002094
4,8,4,1,7002094
5,7,3,2,7002094
6,6,2,3,7002094
7,5,1,4,7002094
8,4,0,5,7002094
2,3,9,2,7002095
3,2,8,3,7002095
4,1,7,4,7002095
5,0,6,5,7002095
0,5,1,9,7002095
1,4,0,10,7002095
4,9,2,2,7002096
5,8,1,3,7002096
6,7,0,4,7002096
0,6,9,1,7002097
1,5,8,2,7002097
2,4,7,3,7002097
3,3,6,4,7002097
4,2,5,5,7002097
5,1,4,6,7002097
6,0,3,7,7002097
0,7,7,2,7002099
1,6,6,3,7002099
2,5,5,4,7002099
3,4,4,5,7002099
4,3,3,6,7002099
5,2,2,7,7002099
6,1,1,8,7002099
7,0,0,9,7002099
9,6,3,0,7002100
6,2,9,0,7002101
7,1,8,1,7002101
8,0,7,2,7002101
0,8,5,3,7002101
1,7,4,4,7002101
2,6,3,5,7002101
3,5,2,6,7002101
4,4,1,7,7002101
5,3,0,8,7002101
8,8,2,0,7002102
9,7,1,1,7002102
0,1,8,6,7002102
1,0,7,7,7002102
5,4,8,0,7002103
6,3,7,1,7002103
7,2,6,2,7002103
8,1,5,3,7002103
0,9,3,4,7002103
9,0,4,4,7002103
1,8,2,5,7002103
2,7,1,6,7002103
3,6,0,7,7002103
8,9,0,1,7002104
0,2,6,7,7002104
1,1,5,8,7002104
2,0,4,9,7002104
4,6,7,0,7002105
5,5,6,1,7002105
6,4,5,2,7002105
7,3,4,3,7002105
8,2,3,4,7002105
9,1,2,5,7002105
1,9,0,6,7002105
0,3,4,8,7002106
1,2,3,9,7002106
2,1,2,10,7002106
3,8,6,0,7002107
4,7,5,1,7002107
5,6,4,2,7002107
6,5,3,3,7002107
7,4,2,4,7002107
8,3,1,5,7002107
9,2,0,6,7002107
3,1,9,3,7002108
4,0,8,4,7002108
0,4,2,9,7002108
1,3,1,10,7002108
3,9,4,1,7002109
4,8,3,2,7002109
5,7,2,3,7002109
6,6,1,4,7002109
7,5,0,5,7002109
1,4,9,2,7002110
2,3,8,3,7002110
3,2,7,4,7002110
4,1,6,5,7002110
5,0,5,6,7002110
0,5,0,10,7002110
4,9,1,3,7002111
5,8,0,4,7002111
0,6,8,2,7002112
1,5,7,3,7002112
2,4,6,4,7002112
3,3,5,5,7002112
4,2,4,6,7002112
5,1,3,7,7002112
6,0,2,8,7002112
9,5,4,0,7002113
7,0,9,1,7002114
0,7,6,3,7002114
1,6,5,4,7002114
2,5,4,5,7002114
3,4,3,6,7002114
4,3,2,7,7002114
5,2,1,8,7002114
6,1,0,9,7002114
8,7,3,0,7002115
9,6,2,1,7002115
0,0,9,6,7002115
5,3,9,0,7002116
6,2,8,1,7002116
7,1,7,2,7002116
8,0,6,3,7002116
0,8,4,4,7002116
1,7,3,5,7002116
2,6,2,6,7002116
3,5,1,7,7002116
4,4,0,8,7002116
7,9,2,0,7002117
8,8,1,1,7002117
9,7,0,2,7002117
0,1,7,7,7002117
1,0,6,8,7002117
4,5,8,0,7002118
5,4,7,1,7002118
6,3,6,2,7002118
7,2,5,3,7002118
8,1,4,4,7002118
0,9,2,5,7002118
9,0,3,5,7002118
1,8,1,6,7002118
2,7,0,7,7002118
0,2,5,8,7002119
1,1,4,9,7002119
2,0,3,10,7002119
3,7,7,0,7002120
4,6,6,1,7002120
5,5,5,2,7002120
6,4,4,3,7002120
7,3,3,4,7002120
8,2,2,5,7002120
9,1,1,6,7002120
0,3,3,9,7002121
1,2,2,10,7002121
2,9,6,0,7002122
3,8,5,1,7002122
4,7,4,2,7002122
5,6,3,3,7002122
6,5,2,4,7002122
7,4,1,5,7002122
8,3,0,6,7002122
2,2,9,3,7002123
3,1,8,4,7002123
4,0,7,5,7002123
0,4,1,10,7002123
3,9,3,2,7002124
4,8,2,3,7002124
5,7,1,4,7002124
6,6,0,5,7002124
0,5,9,2,7002125
1,4,8,3,7002125
2,3,7,4,7002125
3,2,6,5,7002125
4,1,5,6,7002125
5,0,4,7,7002125
9,4,5,0,7002126
4,9,0,4,7002126
0,6,7,3,7002127
1,5,6,4,7002127
2,4,5,5,7002127
3,3,4,6,7002127
4,2,3,7,7002127
5,1,2,8,7002127
6,0,1,9,7002127
8,6,4,0,7002128
9,5,3,1,7002128
6,1,9,1,7002129
7,0,8,2,7002129
0,7,5,4,7002129
1,6,4,5,7002129
2,5,3,6,7002129
3,4,2,7,7002129
4,3,1,8,7002129
5,2,0,9,7002129
7,8,3,0,7002130
8,7,2,1,7002130
9,6,1,2,7002130
0,0,8,7,7002130
4,4,9,0,7002131
5,3,8,1,7002131
6,2,7,2,7002131
7,1,6,3,7002131
8,0,5,4,7002131
0,8,3,5,7002131
1,7,2,6,7002131
2,6,1,7,7002131
3,5,0,8,7002131
7,9,1,1,7002132
8,8,0,2,7002132
0,1,6,8,7002132
1,0,5,9,7002132
3,6,8,0,7002133
4,5,7,1,7002133
5,4,6,2,7002133
6,3,5,3,7002133
7,2,4,4,7002133
8,1,3,5,7002133
0,9,1,6,7002133
9,0,2,6,7002133
1,8,0,7,7002133
0,2,4,9,7002134
1,1,3,10,7002134
2,8,7,0,7002135
3,7,6,1,7002135
4,6,5,2,7002135
5,5,4,3,7002135
6,4,3,4,7002135
7,3,2,5,7002135
8,2,1,6,7002135
9,1,0,7,7002135
3,0,9,4,7002136
0,3,2,10,7002136
2,9,5,1,7002137
3,8,4,2,7002137
4,7,3,3,7002137
5,6,2,4,7002137
6,5,1,5,7002137
7,4,0,6,7002137
1,3,9,3,7002138
2,2,8,4,7002138
3,1,7,5,7002138
4,0,6,6,7002138
9,3,6,0,7002139
3,9,2,3,7002139
4,8,1,4,7002139
5,7,0,5,7002139
0,5,8,3,7002140
1,4,7,4,7002140
2,3,6,5,7002140
3,2,5,6,7002140
4,1,4,7,7002140
5,0,3,8,7002140
8,5,5,0,7002141
9,4,4,1,7002141
0,6,6,4,7002142
1,5,5,5,7002142
2,4,4,6,7002142
3,3,3,7,7002142
4,2,2,8,7002142
5,1,1,9,7002142
6,0,0,10,7002142
7,7,4,0,7002143
8,6,3,1,7002143
9,5,2,2,7002143
5,2,9,1,7002144
6,1,8,2,7002144
7,0,7,3,7002144
0,7,4,5,7002144
1,6,3,6,7002144
2,5,2,7,7002144
3,4,1,8,7002144
4,3,0,9,7002144
6,9,3,0,7002145
7,8,2,1,7002145
8,7,1,2,7002145
9,6,0,3,7002145
0,0,7,8,7002145
3,5,9,0,7002146
4,4,8,1,7002146
5,3,7,2,7002146
6,2,6,3,7002146
7,1,5,4,7002146
8,0,4,5,7002146
0,8,2,6,7002146
1,7,1,7,7002146
2,6,0,8,7002146
7,9,0,2,7002147
0,1,5,9,7002147
1,0,4,10,7002147
2,7,8,0,7002148
3,6,7,1,7002148
4,5,6,2,7002148
5,4,5,3,7002148
6,3,4,4,7002148
7,2,3,5,7002148
8,1,2,6,7002148
0,9,0,7,7002148
9,0,1,7,7002148
0,2,3,10,7002149
1,9,7,0,7002150
2,8,6,1,7002150
3,7,5,2,7002150
4,6,4,3,7002150
5,5,3,4,7002150
6,4,2,5,7002150
7,3,1,6,7002150
8,2,0,7,7002150
2,1,9,4,7002151
3,0,8,5,7002151
9,2,7,0,7002152
2,9,4,2,7002152
3,8,3,3,7002152
4,7,2,4,7002152
5,6,1,5,7002152
6,5,0,6,7002152
0,4,9,3,7002153
1,3,8,4,7002153
2,2,7,5,7002153
3,1,6,6,7002153
4,0,5,7,7002153
8,4,6,0,7002154
9,3,5,1,7002154
3,9,1,4,7002154
4,8,0,5,7002154
0,5,7,4,7002155
1,4,6,5,7002155
2,3,5,6,7002155
3,2,4,7,7002155
4,1,3,8,7002155
5,0,2,9,7002155
7,6,5,0,7002156
8,5,4,1,7002156
9,4,3,2,7002156
6,0,9,2,7002157
0,6,5,5,7002157
1,5,4,6,7002157
2,4,3,7,7002157
3,3,2,8,7002157
4,2,1,9,7002157
5,1,0,10,7002157
6,8,4,0,7002158
7,7,3,1,7002158
8,6,2,2,7002158
9,5,1,3,7002158
4,3,9,1,7002159
5,2,8,2,7002159
6,1,7,3,7002159
7,0,6,4,7002159
0,7,3,6,7002159
1,6,2,7,7002159
2,5,1,8,7002159
3,4,0,9,7002159
6,9,2,1,7002160
7,8,1,2,7002160
8,7,0,3,7002160
0,0,6,9,7002160
2,6,9,0,7002161
3,5,8,1,7002161
4,4,7,2,7002161
5,3,6,3,7002161
6,2,5,4,7002161
7,1,4,5,7002161
8,0,3,6,7002161
0,8,1,7,7002161
1,7,0,8,7002161
0,1,4,10,7002162
1,8,8,0,7002163
2,7,7,1,7002163
3,6,6,2,7002163
4,5,5,3,7002163
5,4,4,4,7002163
6,3,3,5,7002163
7,2,2,6,7002163
8,1,1,7,7002163
9,0,0,8,7002163
9,1,8,0,7002165
1,9,6,1,7002165
2,8,5,2,7002165
3,7,4,3,7002165
4,6,3,4,7002165
5,5,2,5,7002165
6,4,1,6,7002165
7,3,0,7,7002165
1,2,9,4,7002166
2,1,8,5,7002166
3,0,7,6,7002166
8,3,7,0,7002167
9,2,6,1,7002167
2,9,3,3,7002167
3,8,2,4,7002167
4,7,1,5,7002167
5,6,0,6,7002167
0,4,8,4,7002168
1,3,7,5,7002168
2,2,6,6,7002168
3,1,5,7,7002168
4,0,4,8,7002168
7,5,6,0,7002169
8,4,5,1,7002169
9,3,4,2,7002169
3,9,0,5,7002169
0,5,6,5,7002170
1,4,5,6,7002170
2,3,4,7,7002170
3,2,3,8,7002170
4,1,2,9,7002170
5,0,1,10,7002170
6,7,5,0,7002171
7,6,4,1,7002171
8,5,3,2,7002171
9,4,2,3,7002171
5,1,9,2,7002172
6,0,8,3,7002172
0,6,4,6,7002172
1,5,3,7,7002172
2,4,2,8,7002172
3,3,1,9,7002172
4,2,0,10,7002172
5,9,4,0,7002173
6,8,3,1,7002173
7,7,2,2,7002173
8,6,1,3,7002173
9,5,0,4,7002173
3,4,9,1,7002174
4,3,8,2,7002174
5,2,7,3,7002174
6,1,6,4,7002174
7,0,5,5,7002174
0,7,2,7,7002174
1,6,1,8,7002174
2,5,0,9,7002174
6,9,1,2,7002175
7,8,0,3,7002175
0,0,5,10,7002175
1,7,9,0,7002176
2,6,8,1,7002176
3,5,7,2,7002176
4,4,6,3,7002176
5,3,5,4,7002176
6,2,4,5,7002176
7,1,3,6,7002176
8,0,2,7,7002176
0,8,0,8,7002176
0,9,8,0,7002178
9,0,9,0,7002178
1,8,7,1,7002178
2,7,6,2,7002178
3,6,5,3,7002178
4,5,4,4,7002178
5,4,3,5,7002178
6,3,2,6,7002178
7,2,1,7,7002178
8,1,0,8,7002178
2,0,9,5,7002179
8,2,8,0,7002180
9,1,7,1,7002180
1,9,5,2,7002180
2,8,4,3,7002180
3,7,3,4,7002180
4,6,2,5,7002180
5,5,1,6,7002180
6,4,0,7,7002180
0,3,9,4,7002181
1,2,8,5,7002181
2,1,7,6,7002181
3,0,6,7,7002181
7,4,7,0,7002182
8,3,6,1,7002182
9,2,5,2,7002182
2,9,2,4,7002182
3,8,1,5,7002182
4,7,0,6,7002182
0,4,7,5,7002183
1,3,6,6,7002183
2,2,5,7,7002183
3,1,4,8,7002183
4,0,3,9,7002183
6,6,6,0,7002184
7,5,5,1,7002184
8,4,4,2,7002184
9,3,3,3,7002184
0,5,5,6,7002185
1,4,4,7,7002185
2,3,3,8,7002185
3,2,2,9,7002185
4,1,1,10,7002185
5,8,5,0,7002186
6,7,4,1,7002186
7,6,3,2,7002186
8,5,2,3,7002186
9,4,1,4,7002186
4,2,9,2,7002187
5,1,8,3,7002187
6,0,7,4,7002187
0,6,3,7,7002187
1,5,2,8,7002187
2,4,1,9,7002187
3,3,0,10,7002187
5,9,3,1,7002188
6,8,2,2,7002188
7,7,1,3,7002188
8,6,0,4,7002188
2,5,9,1,7002189
3,4,8,2,7002189
4,3,7,3,7002189
5,2,6,4,7002189
6,1,5,5,7002189
7,0,4,6,7002189
0,7,1,8,7002189
1,6,0,9,7002189
6,9,0,3,7002190
0,8,9,0,7002191
1,7,8,1,7002191
2,6,7,2,7002191
3,5,6,3,7002191
4,4,5,4,7002191
5,3,4,5,7002191
6,2,3,6,7002191
7,1,2,7,7002191
8,0,1,8,7002191
8,1,9,0,7002193
0,9,7,1,7002193
9,0,8,1,7002193
1,8,6,2,7002193
2,7,5,3,7002193
3,6,4,4,7002193
4,5,3,5,7002193
5,4,2,6,7002193
6,3,1,7,7002193
7,2,0,8,7002193
1,1,9,5,7002194
2,0,8,6,7002194
7,3,8,0,7002195
8,2,7,1,7002195
9,1,6,2,7002195
1,9,4,3,7002195
2,8,3,4,7002195
3,7,2,5,7002195
4,6,1,6,7002195
5,5,0,7,7002195
9,9,1,0,7002196
0,3,8,5,7002196
1,2,7,6,7002196
2,1,6,7,7002196
3,0,5,8,7002196
6,5,7,0,7002197
7,4,6,1,7002197
8,3,5,2,7002197
9,2,4,3,7002197
2,9,1,5,7002197
3,8,0,6,7002197
0,4,6,6,7002198
1,3,5,7,7002198
2,2,4,8,7002198
3,1,3,9,7002198
4,0,2,10,7002198
5,7,6,0,7002199
6,6,5,1,7002199
7,5,4,2,7002199
8,4,3,3,7002199
9,3,2,4,7002199
5,0,9,3,7002200
0,5,4,7,7002200
1,4,3,8,7002200
2,3,2,9,7002200
3,2,1,10,7002200
4,9,5,0,7002201
5,8,4,1,7002201
6,7,3,2,7002201
7,6,2,3,7002201
8,5,1,4,7002201
9,4,0,5,7002201
3,3,9,2,7002202
4,2,8,3,7002202
5,1,7,4,7002202
6,0,6,5,7002202
0,6,2,8,7002202
1,5,1,9,7002202
2,4,0,10,7002202
5,9,2,2,7002203
6,8,1,3,7002203
7,7,0,4,7002203
1,6,9,1,7002204
2,5,8,2,7002204
3,4,7,3,7002204
4,3,6,4,7002204
5,2,5,5,7002204
6,1,4,6,7002204
7,0,3,7,7002204
0,7,0,9,7002204
0,8,8,1,7002206
1,7,7,2,7002206
2,6,6,3,7002206
3,5,5,4,7002206
4,4,4,5,7002206
5,3,3,6,7002206
6,2,2,7,7002206
7,1,1,8,7002206
8,0,0,9,7002206
7,2,9,0,7002208
8,1,8,1,7002208
0,9,6,2,7002208
9,0,7,2,7002208
1,8,5,3,7002208
2,7,4,4,7002208
3,6,3,5,7002208
4,5,2,6,7002208
5,4,1,7,7002208
6,3,0,8,7002208
9,8,2,0,7002209
0,2,9,5,7002209
1,1,8,6,7002209
2,0,7,7,7002209
6,4,8,0,7002210
7,3,7,1,7002210
8,2,6,2,7002210
9,1,5,3,7002210
1,9,3,4,7002210
2,8,2,5,7002210
3,7,1,6,7002210
4,6,0,7,7002210
9,9,0,1,7002211
0,3,7,6,7002211
1,2,6,7,7002211
2,1,5,8,7002211
3,0,4,9,7002211
5,6,7,0,7002212
6,5,6,1,7002212
7,4,5,2,7002212
8,3,4,3,7002212
9,2,3,4,7002212
2,9,0,6,7002212
0,4,5,7,7002213
1,3,4,8,7002213
2,2,3,9,7002213
3,1,2,10,7002213
4,8,6,0,7002214
5,7,5,1,7002214
6,6,4,2,7002214
7,5,3,3,7002214
8,4,2,4,7002214
9,3,1,5,7002214
4,1,9,3,7002215
5,0,8,4,7002215
0,5,3,8,7002215
1,4,2,9,7002215
2,3,1,10,7002215
4,9,4,1,7002216
5,8,3,2,7002216
6,7,2,3,7002216
7,6,1,4,7002216
8,5,0,5,7002216
2,4,9,2,7002217
3,3,8,3,7002217
4,2,7,4,7002217
5,1,6,5,7002217
6,0,5,6,7002217
0,6,1,9,7002217
1,5,0,10,7002217
5,9,1,3,7002218
6,8,0,4,7002218
0,7,9,1,7002219
1,6,8,2,7002219
2,5,7,3,7002219
3,4,6,4,7002219
4,3,5,5,7002219
5,2,4,6,7002219
6,1,3,7,7002219
7,0,2,8,7002219
8,0,9,1,7002221
0,8,7,2,7002221
1,7,6,3,7002221
2,6,5,4,7002221
3,5,4,5,7002221
4,4,3,6,7002221
5,3,2,7,7002221
6,2,1,8,7002221
7,1,0,9,7002221
9,7,3,0,7002222
1,0,9,6,7002222
6,3,9,0,7002223
7,2,8,1,7002223
8,1,7,2,7002223
0,9,5,3,7002223
9,0,6,3,7002223
1,8,4,4,7002223
2,7,3,5,7002223
3,6,2,6,7002223
4,5,1,7,7002223
5,4,0,8,7002223
8,9,2,0,7002224
9,8,1,1,7002224
0,2,8,6,7002224
1,1,7,7,7002224
2,0,6,8,7002224
5,5,8,0,7002225
6,4,7,1,7002225
7,3,6,2,7002225
8,2,5,3,7002225
9,1,4,4,7002225
1,9,2,5,7002225
2,8,1,6,7002225
3,7,0,7,7002225
0,3,6,7,7002226
1,2,5,8,7002226
2,1,4,9,7002226
3,0,3,10,7002226
4,7,7,0,7002227
5,6,6,1,7002227
6,5,5,2,7002227
7,4,4,3,7002227
8,3,3,4,7002227
9,2,2,5,7002227
0,4,4,8,7002228
1,3,3,9,7002228
2,2,2,10,7002228
3,9,6,0,7002229
4,8,5,1,7002229
5,7,4,2,7002229
6,6,3,3,7002229
7,5,2,4,7002229
8,4,1,5,7002229
9,3,0,6,7002229
3,2,9,3,7002230
4,1,8,4,7002230
5,0,7,5,7002230
0,5,2,9,7002230
1,4,1,10,7002230
4,9,3,2,7002231
5,8,2,3,7002231
6,7,1,4,7002231
7,6,0,5,7002231
1,5,9,2,7002232
2,4,8,3,7002232
3,3,7,4,7002232
4,2,6,5,7002232
5,1,5,6,7002232
6,0,4,7,7002232
0,6,0,10,7002232
5,9,0,4,7002233
0,7,8,2,7002234
1,6,7,3,7002234
2,5,6,4,7002234
3,4,5,5,7002234
4,3,4,6,7002234
5,2,3,7,7002234
6,1,2,8,7002234
7,0,1,9,7002234
9,6,4,0,7002235
7,1,9,1,7002236
8,0,8,2,7002236
0,8,6,3,7002236
1,7,5,4,7002236
2,6,4,5,7002236
3,5,3,6,7002236
4,4,2,7,7002236
5,3,1,8,7002236
6,2,0,9,7002236
8,8,3,0,7002237
9,7,2,1,7002237
0,1,9,6,7002237
1,0,8,7,7002237
5,4,9,0,7002238
6,3,8,1,7002238
7,2,7,2,7002238
8,1,6,3,7002238
0,9,4,4,7002238
9,0,5,4,7002238
1,8,3,5,7002238
2,7,2,6,7002238
3,6,1,7,7002238
4,5,0,8,7002238
8,9,1,1,7002239
9,8,0,2,7002239
0,2,7,7,7002239
1,1,6,8,7002239
2,0,5,9,7002239
4,6,8,0,7002240
5,5,7,1,7002240
6,4,6,2,7002240
7,3,5,3,7002240
8,2,4,4,7002240
9,1,3,5,7002240
1,9,1,6,7002240
2,8,0,7,7002240
0,3,5,8,7002241
1,2,4,9,7002241
2,1,3,10,7002241
3,8,7,0,7002242
4,7,6,1,7002242
5,6,5,2,7002242
6,5,4,3,7002242
7,4,3,4,7002242
8,3,2,5,7002242
9,2,1,6,7002242
4,0,9,4,7002243
0,4,3,9,7002243
1,3,2,10,7002243
3,9,5,1,7002244
4,8,4,2,7002244
5,7,3,3,7002244
6,6,2,4,7002244
7,5,1,5,7002244
8,4,0,6,7002244
2,3,9,3,7002245
3,2,8,4,7002245
4,1,7,5,7002245
5,0,6,6,7002245
0,5,1,10,7002245
4,9,2,3,7002246
5,8,1,4,7002246
6,7,0,5,7002246
0,6,9,2,7002247
1,5,8,3,7002247
2,4,7,4,7002247
3,3,6,5,7002247
4,2,5,6,7002247
5,1,4,7,7002247
6,0,3,8,7002247
9,5,5,0,7002248
0,7,7,3,7002249
1,6,6,4,7002249
2,5,5,5,7002249
3,4,4,6,7002249
4,3,3,7,7002249
5,2,2,8,7002249
6,1,1,9,7002249
7,0,0,10,7002249
8,7,4,0,7002250
9,6,3,1,7002250
6,2,9,1,7002251
7,1,8,2,7002251
8,0,7,3,7002251
0,8,5,4,7002251
1,7,4,5,7002251
2,6,3,6,7002251
3,5,2,7,7002251
4,4,1,8,7002251
5,3,0,9,7002251
7,9,3,0,7002252
8,8,2,1,7002252
9,7,1,2,7002252
0,1,8,7,7002252
1,0,7,8,7002252
4,5,9,0,7002253
5,4,8,1,7002253
6,3,7,2,7002253
7,2,6,3,7002253
8,1,5,4,7002253
0,9,3,5,7002253
9,0,4,5,7002253
1,8,2,6,7002253
2,7,1,7,7002253
3,6,0,8,7002253
8,9,0,2,7002254
0,2,6,8,7002254
1,1,5,9,7002254
2,0,4,10,7002254
3,7,8,0,7002255
4,6,7,1,7002255
5,5,6,2,7002255
6,4,5,3,7002255
7,3,4,4,7002255
8,2,3,5,7002255
9,1,2,6,7002255
1,9,0,7,7002255
0,3,4,9,7002256
1,2,3,10,7002256
2,9,7,0,7002257
3,8,6,1,7002257
4,7,5,2,7002257
5,6,4,3,7002257
6,5,3,4,7002257
7,4,2,5,7002257
8,3,1,6,7002257
9,2,0,7,7002257
3,1,9,4,7002258
4,0,8,5,7002258
0,4,2,10,7002258
3,9,4,2,7002259
4,8,3,3,7002259
5,7,2,4,7002259
6,6,1,5,7002259
7,5,0,6,7002259
1,4,9,3,7002260
2,3,8,4,7002260
3,2,7,5,7002260
4,1,6,6,7002260
5,0,5,7,7002260
9,4,6,0,7002261
4,9,1,4,7002261
5,8,0,5,7002261
0,6,8,3,7002262
1,5,7,4,7002262
2,4,6,5,7002262
3,3,5,6,7002262
4,2,4,7,7002262
5,1,3,8,7002262
6,0,2,9,7002262
8,6,5,0,7002263
9,5,4,1,7002263
7,0,9,2,7002264
0,7,6,4,7002264
1,6,5,5,7002264
2,5,4,6,7002264
3,4,3,7,7002264
4,3,2,8,7002264
5,2,1,9,7002264
6,1,0,10,7002264
7,8,4,0,7002265
8,7,3,1,7002265
9,6,2,2,7002265
0,0,9,7,7002265
5,3,9,1,7002266
6,2,8,2,7002266
7,1,7,3,7002266
8,0,6,4,7002266
0,8,4,5,7002266
1,7,3,6,7002266
2,6,2,7,7002266
3,5,1,8,7002266
4,4,0,9,7002266
7,9,2,1,7002267
8,8,1,2,7002267
9,7,0,3,7002267
0,1,7,8,7002267
1,0,6,9,7002267
3,6,9,0,7002268
4,5,8,1,7002268
5,4,7,2,7002268
6,3,6,3,7002268
7,2,5,4,7002268
8,1,4,5,7002268
0,9,2,6,7002268
9,0,3,6,7002268
1,8,1,7,7002268
2,7,0,8,7002268
0,2,5,9,7002269
1,1,4,10,7002269
2,8,8,0,7002270
3,7,7,1,7002270
4,6,6,2,7002270
5,5,5,3,7002270
6,4,4,4,7002270
7,3,3,5,7002270
8,2,2,6,7002270
9,1,1,7,7002270
0,3,3,10,7002271
2,9,6,1,7002272
3,8,5,2,7002272
4,7,4,3,7002272
5,6,3,4,7002272
6,5,2,5,7002272
7,4,1,6,7002272
8,3,0,7,7002272
2,2,9,4,7002273
3,1,8,5,7002273
4,0,7,6,7002273
9,3,7,0,7002274
3,9,3,3,7002274
4,8,2,4,7002274
5,7,1,5,7002274
6,6,0,6,7002274
0,5,9,3,7002275
1,4,8,4,7002275
2,3,7,5,7002275
3,2,6,6,7002275
4,1,5,7,7002275
5,0,4,8,7002275
8,5,6,0,7002276
9,4,5,1,7002276
4,9,0,5,7002276
0,6,7,4,7002277
1,5,6,5,7002277
2,4,5,6,7002277
3,3,4,7,7002277
4,2,3,8,7002277
5,1,2,9,7002277
6,0,1,10,7002277
7,7,5,0,7002278
8,6,4,1,7002278
9,5,3,2,7002278
6,1,9,2,7002279
7,0,8,3,7002279
0,7,5,5,7002279
1,6,4,6,7002279
2,5,3,7,7002279
3,4,2,8,7002279
4,3,1,9,7002279
5,2,0,10,7002279
6,9,4,0,7002280
7,8,3,1,7002280
8,7,2,2,7002280
9,6,1,3,7002280
0,0,8,8,7002280
4,4,9,1,7002281
5,3,8,2,7002281
6,2,7,3,7002281
7,1,6,4,7002281
8,0,5,5,7002281
0,8,3,6,7002281
1,7,2,7,7002281
2,6,1,8,7002281
3,5,0,9,7002281
7,9,1,2,7002282
8,8,0,3,7002282
0,1,6,9,7002282
1,0,5,10,7002282
2,7,9,0,7002283
3,6,8,1,7002283
4,5,7,2,7002283
5,4,6,3,7002283
6,3,5,4,7002283
7,2,4,5,7002283
8,1,3,6,7002283
0,9,1,7,7002283
9,0,2,7,7002283
1,8,0,8,7002283
0,2,4,10,7002284
1,9,8,0,7002285
2,8,7,1,7002285
3,7,6,2,7002285
4,6,5,3,7002285
5,5,4,4,7002285
6,4,3,5,7002285
7,3,2,6,7002285
8,2,1,7,7002285
9,1,0,8,7002285
3,0,9,5,7002286
9,2,8,0,7002287
2,9,5,2,7002287
3,8,4,3,7002287
4,7,3,4,7002287
5,6,2,5,7002287
6,5,1,6,7002287
7,4,0,7,7002287
1,3,9,4,7002288
2,2,8,5,7002288
