"ibe","2M","4M","6M","MM"
7,4,9,2,1,7001946
7,5,8,1,2,7001946
7,6,7,0,3,7001946
7,0,6,9,0,7001947
7,1,5,8,1,7001947
7,2,4,7,2,7001947
7,3,3,6,3,7001947
7,4,2,5,4,7001947
7,5,1,4,5,7001947
7,6,0,3,6,7001947
7,0,7,7,1,7001949
7,1,6,6,2,7001949
7,2,5,5,3,7001949
7,3,4,4,4,7001949
7,4,3,3,5,7001949
7,5,2,2,6,7001949
7,6,1,1,7,7001949
7,7,0,0,8,7001949
7,7,1,8,0,7001951
7,8,0,7,1,7001951
7,0,8,5,2,7001951
7,1,7,4,3,7001951
7,2,6,3,4,7001951
7,3,5,2,5,7001951
7,4,4,1,6,7001951
7,5,3,0,7,7001951
7,9,7,1,0,7001952
7,0,1,8,5,7001952
7,1,0,7,6,7001952
7,6,3,7,0,7001953
7,7,2,6,1,7001953
7,8,1,5,2,7001953
7,0,9,3,3,7001953
7,9,0,4,3,7001953
7,1,8,2,4,7001953
7,2,7,1,5,7001953
7,3,6,0,6,7001953
7,8,9,0,0,7001954
7,0,2,6,6,7001954
7,1,1,5,7,7001954
7,2,0,4,8,7001954
7,5,5,6,0,7001955
7,6,4,5,1,7001955
7,7,3,4,2,7001955
7,8,2,3,3,7001955
7,9,1,2,4,7001955
7,1,9,0,5,7001955
7,0,3,4,7,7001956
7,1,2,3,8,7001956
7,2,1,2,9,7001956
7,3,0,1,10,7001956
7,4,7,5,0,7001957
7,5,6,4,1,7001957
7,6,5,3,2,7001957
7,7,4,2,3,7001957
7,8,3,1,4,7001957
7,9,2,0,5,7001957
7,3,1,9,2,7001958
7,4,0,8,3,7001958
7,0,4,2,8,7001958
7,1,3,1,9,7001958
7,2,2,0,10,7001958
7,3,9,4,0,7001959
7,4,8,3,1,7001959
7,5,7,2,2,7001959
7,6,6,1,3,7001959
7,7,5,0,4,7001959
7,1,4,9,1,7001960
7,2,3,8,2,7001960
7,3,2,7,3,7001960
7,4,1,6,4,7001960
7,5,0,5,5,7001960
7,0,5,0,9,7001960
7,4,9,1,2,7001961
7,5,8,0,3,7001961
7,0,6,8,1,7001962
7,1,5,7,2,7001962
7,2,4,6,3,7001962
7,3,3,5,4,7001962
7,4,2,4,5,7001962
7,5,1,3,6,7001962
7,6,0,2,7,7001962
7,7,0,9,0,7001964
7,0,7,6,2,7001964
7,1,6,5,3,7001964
7,2,5,4,4,7001964
7,3,4,3,5,7001964
7,4,3,2,6,7001964
7,5,2,1,7,7001964
7,6,1,0,8,7001964
7,9,6,2,0,7001965
7,0,0,9,5,7001965
7,6,2,8,0,7001966
7,7,1,7,1,7001966
7,8,0,6,2,7001966
7,0,8,4,3,7001966
7,1,7,3,4,7001966
7,2,6,2,5,7001966
7,3,5,1,6,7001966
7,4,4,0,7,7001966
7,8,8,1,0,7001967
7,9,7,0,1,7001967
7,0,1,7,6,7001967
7,1,0,6,7,7001967
7,5,4,7,0,7001968
7,6,3,6,1,7001968
7,7,2,5,2,7001968
7,8,1,4,3,7001968
7,0,9,2,4,7001968
7,9,0,3,4,7001968
7,1,8,1,5,7001968
7,2,7,0,6,7001968
7,0,2,5,7,7001969
7,1,1,4,8,7001969
7,2,0,3,9,7001969
7,4,6,6,0,7001970
7,5,5,5,1,7001970
7,6,4,4,2,7001970
7,7,3,3,3,7001970
7,8,2,2,4,7001970
7,9,1,1,5,7001970
7,0,3,3,8,7001971
7,1,2,2,9,7001971
7,2,1,1,10,7001971
7,3,8,5,0,7001972
7,4,7,4,1,7001972
7,5,6,3,2,7001972
7,6,5,2,3,7001972
7,7,4,1,4,7001972
7,8,3,0,5,7001972
7,2,2,9,2,7001973
7,3,1,8,3,7001973
7,4,0,7,4,7001973
7,0,4,1,9,7001973
7,1,3,0,10,7001973
7,3,9,3,1,7001974
7,4,8,2,2,7001974
7,5,7,1,3,7001974
7,6,6,0,4,7001974
7,0,5,9,1,7001975
7,1,4,8,2,7001975
7,2,3,7,3,7001975
7,3,2,6,4,7001975
7,4,1,5,5,7001975
7,5,0,4,6,7001975
7,4,9,0,3,7001976
7,0,6,7,2,7001977
7,1,5,6,3,7001977
7,2,4,5,4,7001977
7,3,3,4,5,7001977
7,4,2,3,6,7001977
7,5,1,2,7,7001977
7,6,0,1,8,7001977
7,9,5,3,0,7001978
7,6,1,9,0,7001979
7,7,0,8,1,7001979
7,0,7,5,3,7001979
7,1,6,4,4,7001979
7,2,5,3,5,7001979
7,3,4,2,6,7001979
7,4,3,1,7,7001979
7,5,2,0,8,7001979
7,8,7,2,0,7001980
7,9,6,1,1,7001980
7,0,0,8,6,7001980
7,5,3,8,0,7001981
7,6,2,7,1,7001981
7,7,1,6,2,7001981
7,8,0,5,3,7001981
7,0,8,3,4,7001981
7,1,7,2,5,7001981
7,2,6,1,6,7001981
7,3,5,0,7,7001981
7,7,9,1,0,7001982
7,8,8,0,1,7001982
7,0,1,6,7,7001982
7,1,0,5,8,7001982
7,4,5,7,0,7001983
7,5,4,6,1,7001983
7,6,3,5,2,7001983
7,7,2,4,3,7001983
7,8,1,3,4,7001983
7,0,9,1,5,7001983
7,9,0,2,5,7001983
7,1,8,0,6,7001983
7,0,2,4,8,7001984
7,1,1,3,9,7001984
7,2,0,2,10,7001984
7,3,7,6,0,7001985
7,4,6,5,1,7001985
7,5,5,4,2,7001985
7,6,4,3,3,7001985
7,7,3,2,4,7001985
7,8,2,1,5,7001985
7,9,1,0,6,7001985
7,3,0,9,3,7001986
7,0,3,2,9,7001986
7,1,2,1,10,7001986
7,2,9,5,0,7001987
7,3,8,4,1,7001987
7,4,7,3,2,7001987
7,5,6,2,3,7001987
7,6,5,1,4,7001987
7,7,4,0,5,7001987
7,1,3,9,2,7001988
7,2,2,8,3,7001988
7,3,1,7,4,7001988
7,4,0,6,5,7001988
7,0,4,0,10,7001988
7,3,9,2,2,7001989
7,4,8,1,3,7001989
7,5,7,0,4,7001989
7,0,5,8,2,7001990
7,1,4,7,3,7001990
7,2,3,6,4,7001990
7,3,2,5,5,7001990
7,4,1,4,6,7001990
7,5,0,3,7,7001990
7,9,4,4,0,7001991
7,0,6,6,3,7001992
7,1,5,5,4,7001992
7,2,4,4,5,7001992
7,3,3,3,6,7001992
7,4,2,2,7,7001992
7,5,1,1,8,7001992
7,6,0,0,9,7001992
7,8,6,3,0,7001993
7,9,5,2,1,7001993
7,5,2,9,0,7001994
7,6,1,8,1,7001994
7,7,0,7,2,7001994
7,0,7,4,4,7001994
7,1,6,3,5,7001994
7,2,5,2,6,7001994
7,3,4,1,7,7001994
7,4,3,0,8,7001994
7,7,8,2,0,7001995
7,8,7,1,1,7001995
7,9,6,0,2,7001995
7,0,0,7,7,7001995
7,4,4,8,0,7001996
7,5,3,7,1,7001996
7,6,2,6,2,7001996
7,7,1,5,3,7001996
7,8,0,4,4,7001996
7,0,8,2,5,7001996
7,1,7,1,6,7001996
7,2,6,0,7,7001996
7,7,9,0,1,7001997
7,0,1,5,8,7001997
7,1,0,4,9,7001997
7,3,6,7,0,7001998
7,4,5,6,1,7001998
7,5,4,5,2,7001998
7,6,3,4,3,7001998
7,7,2,3,4,7001998
7,8,1,2,5,7001998
7,0,9,0,6,7001998
7,9,0,1,6,7001998
7,0,2,3,9,7001999
7,1,1,2,10,7001999
7,2,8,6,0,7002000
7,3,7,5,1,7002000
7,4,6,4,2,7002000
7,5,5,3,3,7002000
7,6,4,2,4,7002000
7,7,3,1,5,7002000
7,8,2,0,6,7002000
7,2,1,9,3,7002001
7,3,0,8,4,7002001
7,0,3,1,10,7002001
7,2,9,4,1,7002002
7,3,8,3,2,7002002
7,4,7,2,3,7002002
7,5,6,1,4,7002002
7,6,5,0,5,7002002
7,0,4,9,2,7002003
7,1,3,8,3,7002003
7,2,2,7,4,7002003
7,3,1,6,5,7002003
7,4,0,5,6,7002003
7,9,3,5,0,7002004
7,3,9,1,3,7002004
7,4,8,0,4,7002004
7,0,5,7,3,7002005
7,1,4,6,4,7002005
7,2,3,5,5,7002005
7,3,2,4,6,7002005
7,4,1,3,7,7002005
7,5,0,2,8,7002005
7,8,5,4,0,7002006
7,9,4,3,1,7002006
7,6,0,9,1,7002007
7,0,6,5,4,7002007
7,1,5,4,5,7002007
7,2,4,3,6,7002007
7,3,3,2,7,7002007
7,4,2,1,8,7002007
7,5,1,0,9,7002007
7,7,7,3,0,7002008
7,8,6,2,1,7002008
7,9,5,1,2,7002008
7,4,3,9,0,7002009
7,5,2,8,1,7002009
7,6,1,7,2,7002009
7,7,0,6,3,7002009
7,0,7,3,5,7002009
7,1,6,2,6,7002009
7,2,5,1,7,7002009
7,3,4,0,8,7002009
7,6,9,2,0,7002010
7,7,8,1,1,7002010
7,8,7,0,2,7002010
7,0,0,6,8,7002010
7,3,5,8,0,7002011
7,4,4,7,1,7002011
7,5,3,6,2,7002011
7,6,2,5,3,7002011
7,7,1,4,4,7002011
7,8,0,3,5,7002011
7,0,8,1,6,7002011
7,1,7,0,7,7002011
7,0,1,4,9,7002012
7,1,0,3,10,7002012
7,2,7,7,0,7002013
7,3,6,6,1,7002013
7,4,5,5,2,7002013
7,5,4,4,3,7002013
7,6,3,3,4,7002013
7,7,2,2,5,7002013
7,8,1,1,6,7002013
7,9,0,0,7,7002013
7,0,2,2,10,7002014
7,1,9,6,0,7002015
7,2,8,5,1,7002015
7,3,7,4,2,7002015
7,4,6,3,3,7002015
7,5,5,2,4,7002015
7,6,4,1,5,7002015
7,7,3,0,6,7002015
7,1,2,9,3,7002016
7,2,1,8,4,7002016
7,3,0,7,5,7002016
7,9,2,6,0,7002017
7,2,9,3,2,7002017
7,3,8,2,3,7002017
7,4,7,1,4,7002017
7,5,6,0,5,7002017
7,0,4,8,3,7002018
7,1,3,7,4,7002018
7,2,2,6,5,7002018
7,3,1,5,6,7002018
7,4,0,4,7,7002018
7,8,4,5,0,7002019
7,9,3,4,1,7002019
7,3,9,0,4,7002019
7,0,5,6,4,7002020
7,1,4,5,5,7002020
7,2,3,4,6,7002020
7,3,2,3,7,7002020
7,4,1,2,8,7002020
7,5,0,1,9,7002020
7,7,6,4,0,7002021
7,8,5,3,1,7002021
7,9,4,2,2,7002021
7,5,1,9,1,7002022
7,6,0,8,2,7002022
7,0,6,4,5,7002022
7,1,5,3,6,7002022
7,2,4,2,7,7002022
7,3,3,1,8,7002022
7,4,2,0,9,7002022
7,6,8,3,0,7002023
7,7,7,2,1,7002023
7,8,6,1,2,7002023
7,9,5,0,3,7002023
7,3,4,9,0,7002024
7,4,3,8,1,7002024
7,5,2,7,2,7002024
7,6,1,6,3,7002024
7,7,0,5,4,7002024
7,0,7,2,6,7002024
7,1,6,1,7,7002024
7,2,5,0,8,7002024
7,6,9,1,1,7002025
7,7,8,0,2,7002025
7,0,0,5,9,7002025
7,2,6,8,0,7002026
7,3,5,7,1,7002026
7,4,4,6,2,7002026
7,5,3,5,3,7002026
7,6,2,4,4,7002026
7,7,1,3,5,7002026
7,8,0,2,6,7002026
7,0,8,0,7,7002026
7,0,1,3,10,7002027
7,1,8,7,0,7002028
7,2,7,6,1,7002028
7,3,6,5,2,7002028
7,4,5,4,3,7002028
7,5,4,3,4,7002028
7,6,3,2,5,7002028
7,7,2,1,6,7002028
7,8,1,0,7,7002028
7,2,0,9,4,7002029
7,9,1,7,0,7002030
7,1,9,5,1,7002030
7,2,8,4,2,7002030
7,3,7,3,3,7002030
7,4,6,2,4,7002030
7,5,5,1,5,7002030
7,6,4,0,6,7002030
7,0,3,9,3,7002031
7,1,2,8,4,7002031
7,2,1,7,5,7002031
7,3,0,6,6,7002031
7,8,3,6,0,7002032
7,9,2,5,1,7002032
7,2,9,2,3,7002032
7,3,8,1,4,7002032
7,4,7,0,5,7002032
7,0,4,7,4,7002033
7,1,3,6,5,7002033
7,2,2,5,6,7002033
7,3,1,4,7,7002033
7,4,0,3,8,7002033
7,7,5,5,0,7002034
7,8,4,4,1,7002034
7,9,3,3,2,7002034
7,0,5,5,5,7002035
7,1,4,4,6,7002035
7,2,3,3,7,7002035
7,3,2,2,8,7002035
7,4,1,1,9,7002035
7,5,0,0,10,7002035
7,6,7,4,0,7002036
7,7,6,3,1,7002036
7,8,5,2,2,7002036
7,9,4,1,3,7002036
7,4,2,9,1,7002037
7,5,1,8,2,7002037
7,6,0,7,3,7002037
7,0,6,3,6,7002037
7,1,5,2,7,7002037
7,2,4,1,8,7002037
7,3,3,0,9,7002037
7,5,9,3,0,7002038
7,6,8,2,1,7002038
7,7,7,1,2,7002038
7,8,6,0,3,7002038
7,2,5,9,0,7002039
7,3,4,8,1,7002039
7,4,3,7,2,7002039
7,5,2,6,3,7002039
7,6,1,5,4,7002039
7,7,0,4,5,7002039
7,0,7,1,7,7002039
7,1,6,0,8,7002039
7,6,9,0,2,7002040
7,0,0,4,10,7002040
7,1,7,8,0,7002041
7,2,6,7,1,7002041
7,3,5,6,2,7002041
7,4,4,5,3,7002041
7,5,3,4,4,7002041
7,6,2,3,5,7002041
7,7,1,2,6,7002041
7,8,0,1,7,7002041
7,0,9,7,0,7002043
7,9,0,8,0,7002043
7,1,8,6,1,7002043
7,2,7,5,2,7002043
7,3,6,4,3,7002043
7,4,5,3,4,7002043
7,5,4,2,5,7002043
7,6,3,1,6,7002043
7,7,2,0,7,7002043
7,1,1,9,4,7002044
7,2,0,8,5,7002044
7,8,2,7,0,7002045
7,9,1,6,1,7002045
7,1,9,4,2,7002045
7,2,8,3,3,7002045
7,3,7,2,4,7002045
7,4,6,1,5,7002045
7,5,5,0,6,7002045
7,0,3,8,4,7002046
7,1,2,7,5,7002046
7,2,1,6,6,7002046
7,3,0,5,7,7002046
7,7,4,6,0,7002047
7,8,3,5,1,7002047
7,9,2,4,2,7002047
7,2,9,1,4,7002047
7,3,8,0,5,7002047
7,0,4,6,5,7002048
7,1,3,5,6,7002048
7,2,2,4,7,7002048
7,3,1,3,8,7002048
7,4,0,2,9,7002048
7,6,6,5,0,7002049
7,7,5,4,1,7002049
7,8,4,3,2,7002049
7,9,3,2,3,7002049
7,5,0,9,2,7002050
7,0,5,4,6,7002050
7,1,4,3,7,7002050
7,2,3,2,8,7002050
7,3,2,1,9,7002050
7,4,1,0,10,7002050
7,5,8,4,0,7002051
7,6,7,3,1,7002051
7,7,6,2,2,7002051
7,8,5,1,3,7002051
7,9,4,0,4,7002051
7,3,3,9,1,7002052
7,4,2,8,2,7002052
7,5,1,7,3,7002052
7,6,0,6,4,7002052
7,0,6,2,7,7002052
7,1,5,1,8,7002052
7,2,4,0,9,7002052
7,5,9,2,1,7002053
7,6,8,1,2,7002053
7,7,7,0,3,7002053
7,1,6,9,0,7002054
7,2,5,8,1,7002054
7,3,4,7,2,7002054
7,4,3,6,3,7002054
7,5,2,5,4,7002054
7,6,1,4,5,7002054
7,7,0,3,6,7002054
7,0,7,0,8,7002054
7,0,8,8,0,7002056
7,1,7,7,1,7002056
7,2,6,6,2,7002056
7,3,5,5,3,7002056
7,4,4,4,4,7002056
7,5,3,3,5,7002056
7,6,2,2,6,7002056
7,7,1,1,7,7002056
7,8,0,0,8,7002056
7,8,1,8,0,7002058
7,0,9,6,1,7002058
7,9,0,7,1,7002058
7,1,8,5,2,7002058
7,2,7,4,3,7002058
7,3,6,3,4,7002058
7,4,5,2,5,7002058
7,5,4,1,6,7002058
7,6,3,0,7,7002058
7,0,2,9,4,7002059
7,1,1,8,5,7002059
7,2,0,7,6,7002059
7,7,3,7,0,7002060
7,8,2,6,1,7002060
7,9,1,5,2,7002060
7,1,9,3,3,7002060
7,2,8,2,4,7002060
7,3,7,1,5,7002060
7,4,6,0,6,7002060
7,9,9,0,0,7002061
7,0,3,7,5,7002061
7,1,2,6,6,7002061
7,2,1,5,7,7002061
7,3,0,4,8,7002061
7,6,5,6,0,7002062
7,7,4,5,1,7002062
7,8,3,4,2,7002062
7,9,2,3,3,7002062
7,2,9,0,5,7002062
7,0,4,5,6,7002063
7,1,3,4,7,7002063
7,2,2,3,8,7002063
7,3,1,2,9,7002063
7,4,0,1,10,7002063
7,5,7,5,0,7002064
7,6,6,4,1,7002064
7,7,5,3,2,7002064
7,8,4,2,3,7002064
7,9,3,1,4,7002064
7,4,1,9,2,7002065
7,5,0,8,3,7002065
7,0,5,3,7,7002065
7,1,4,2,8,7002065
7,2,3,1,9,7002065
7,3,2,0,10,7002065
7,4,9,4,0,7002066
7,5,8,3,1,7002066
7,6,7,2,2,7002066
7,7,6,1,3,7002066
7,8,5,0,4,7002066
7,2,4,9,1,7002067
7,3,3,8,2,7002067
7,4,2,7,3,7002067
7,5,1,6,4,7002067
7,6,0,5,5,7002067
7,0,6,1,8,7002067
7,1,5,0,9,7002067
7,5,9,1,2,7002068
7,6,8,0,3,7002068
7,0,7,9,0,7002069
7,1,6,8,1,7002069
7,2,5,7,2,7002069
7,3,4,6,3,7002069
7,4,3,5,4,7002069
7,5,2,4,5,7002069
7,6,1,3,6,7002069
7,7,0,2,7,7002069
7,8,0,9,0,7002071
7,0,8,7,1,7002071
7,1,7,6,2,7002071
7,2,6,5,3,7002071
7,3,5,4,4,7002071
7,4,4,3,5,7002071
7,5,3,2,6,7002071
7,6,2,1,7,7002071
7,7,1,0,8,7002071
7,1,0,9,5,7002072
7,7,2,8,0,7002073
7,8,1,7,1,7002073
7,0,9,5,2,7002073
7,9,0,6,2,7002073
7,1,8,4,3,7002073
7,2,7,3,4,7002073
7,3,6,2,5,7002073
7,4,5,1,6,7002073
7,5,4,0,7,7002073
7,9,8,1,0,7002074
7,0,2,8,5,7002074
7,1,1,7,6,7002074
7,2,0,6,7,7002074
7,6,4,7,0,7002075
7,7,3,6,1,7002075
7,8,2,5,2,7002075
7,9,1,4,3,7002075
7,1,9,2,4,7002075
7,2,8,1,5,7002075
7,3,7,0,6,7002075
7,0,3,6,6,7002076
7,1,2,5,7,7002076
7,2,1,4,8,7002076
7,3,0,3,9,7002076
7,5,6,6,0,7002077
7,6,5,5,1,7002077
7,7,4,4,2,7002077
7,8,3,3,3,7002077
7,9,2,2,4,7002077
7,0,4,4,7,7002078
7,1,3,3,8,7002078
7,2,2,2,9,7002078
7,3,1,1,10,7002078
7,4,8,5,0,7002079
7,5,7,4,1,7002079
7,6,6,3,2,7002079
7,7,5,2,3,7002079
7,8,4,1,4,7002079
7,9,3,0,5,7002079
7,3,2,9,2,7002080
7,4,1,8,3,7002080
7,5,0,7,4,7002080
7,0,5,2,8,7002080
7,1,4,1,9,7002080
7,2,3,0,10,7002080
7,4,9,3,1,7002081
7,5,8,2,2,7002081
7,6,7,1,3,7002081
7,7,6,0,4,7002081
7,1,5,9,1,7002082
7,2,4,8,2,7002082
7,3,3,7,3,7002082
7,4,2,6,4,7002082
7,5,1,5,5,7002082
7,6,0,4,6,7002082
7,0,6,0,9,7002082
7,5,9,0,3,7002083
7,0,7,8,1,7002084
7,1,6,7,2,7002084
7,2,5,6,3,7002084
7,3,4,5,4,7002084
7,4,3,4,5,7002084
7,5,2,3,6,7002084
7,6,1,2,7,7002084
7,7,0,1,8,7002084
7,7,1,9,0,7002086
7,8,0,8,1,7002086
7,0,8,6,2,7002086
7,1,7,5,3,7002086
7,2,6,4,4,7002086
7,3,5,3,5,7002086
7,4,4,2,6,7002086
7,5,3,1,7,7002086
7,6,2,0,8,7002086
7,9,7,2,0,7002087
7,0,1,9,5,7002087
7,1,0,8,6,7002087
7,6,3,8,0,7002088
7,7,2,7,1,7002088
7,8,1,6,2,7002088
7,0,9,4,3,7002088
7,9,0,5,3,7002088
7,1,8,3,4,7002088
7,2,7,2,5,7002088
7,3,6,1,6,7002088
7,4,5,0,7,7002088
7,8,9,1,0,7002089
7,9,8,0,1,7002089
7,0,2,7,6,7002089
7,1,1,6,7,7002089
7,2,0,5,8,7002089
7,5,5,7,0,7002090
7,6,4,6,1,7002090
7,7,3,5,2,7002090
7,8,2,4,3,7002090
7,9,1,3,4,7002090
7,1,9,1,5,7002090
7,2,8,0,6,7002090
7,0,3,5,7,7002091
7,1,2,4,8,7002091
7,2,1,3,9,7002091
7,3,0,2,10,7002091
7,4,7,6,0,7002092
7,5,6,5,1,7002092
7,6,5,4,2,7002092
7,7,4,3,3,7002092
7,8,3,2,4,7002092
7,9,2,1,5,7002092
7,4,0,9,3,7002093
7,0,4,3,8,7002093
7,1,3,2,9,7002093
7,2,2,1,10,7002093
7,3,9,5,0,7002094
7,4,8,4,1,7002094
7,5,7,3,2,7002094
7,6,6,2,3,7002094
7,7,5,1,4,7002094
7,8,4,0,5,7002094
7,2,3,9,2,7002095
7,3,2,8,3,7002095
7,4,1,7,4,7002095
7,5,0,6,5,7002095
7,0,5,1,9,7002095
7,1,4,0,10,7002095
7,4,9,2,2,7002096
7,5,8,1,3,7002096
7,6,7,0,4,7002096
7,0,6,9,1,7002097
7,1,5,8,2,7002097
7,2,4,7,3,7002097
7,3,3,6,4,7002097
7,4,2,5,5,7002097
7,5,1,4,6,7002097
7,6,0,3,7,7002097
7,0,7,7,2,7002099
7,1,6,6,3,7002099
7,2,5,5,4,7002099
7,3,4,4,5,7002099
7,4,3,3,6,7002099
7,5,2,2,7,7002099
7,6,1,1,8,7002099
7,7,0,0,9,7002099
7,9,6,3,0,7002100
7,6,2,9,0,7002101
7,7,1,8,1,7002101
7,8,0,7,2,7002101
7,0,8,5,3,7002101
7,1,7,4,4,7002101
7,2,6,3,5,7002101
7,3,5,2,6,7002101
7,4,4,1,7,7002101
7,5,3,0,8,7002101
7,8,8,2,0,7002102
7,9,7,1,1,7002102
7,0,1,8,6,7002102
7,1,0,7,7,7002102
7,5,4,8,0,7002103
7,6,3,7,1,7002103
7,7,2,6,2,7002103
7,8,1,5,3,7002103
7,0,9,3,4,7002103
7,9,0,4,4,7002103
7,1,8,2,5,7002103
7,2,7,1,6,7002103
7,3,6,0,7,7002103
7,8,9,0,1,7002104
7,0,2,6,7,7002104
7,1,1,5,8,7002104
7,2,0,4,9,7002104
7,4,6,7,0,7002105
7,5,5,6,1,7002105
7,6,4,5,2,7002105
7,7,3,4,3,7002105
7,8,2,3,4,7002105
7,9,1,2,5,7002105
7,1,9,0,6,7002105
7,0,3,4,8,7002106
7,1,2,3,9,7002106
7,2,1,2,10,7002106
7,3,8,6,0,7002107
7,4,7,5,1,7002107
7,5,6,4,2,7002107
7,6,5,3,3,7002107
7,7,4,2,4,7002107
7,8,3,1,5,7002107
7,9,2,0,6,7002107
7,3,1,9,3,7002108
7,4,0,8,4,7002108
7,0,4,2,9,7002108
7,1,3,1,10,7002108
7,3,9,4,1,7002109
7,4,8,3,2,7002109
7,5,7,2,3,7002109
7,6,6,1,4,7002109
7,7,5,0,5,7002109
7,1,4,9,2,7002110
7,2,3,8,3,7002110
7,3,2,7,4,7002110
7,4,1,6,5,7002110
7,5,0,5,6,7002110
7,0,5,0,10,7002110
7,4,9,1,3,7002111
7,5,8,0,4,7002111
7,0,6,8,2,7002112
7,1,5,7,3,7002112
7,2,4,6,4,7002112
7,3,3,5,5,7002112
7,4,2,4,6,7002112
7,5,1,3,7,7002112
7,6,0,2,8,7002112
7,9,5,4,0,7002113
7,7,0,9,1,7002114
7,0,7,6,3,7002114
7,1,6,5,4,7002114
7,2,5,4,5,7002114
7,3,4,3,6,7002114
7,4,3,2,7,7002114
7,5,2,1,8,7002114
7,6,1,0,9,7002114
7,8,7,3,0,7002115
7,9,6,2,1,7002115
7,0,0,9,6,7002115
7,5,3,9,0,7002116
7,6,2,8,1,7002116
7,7,1,7,2,7002116
7,8,0,6,3,7002116
7,0,8,4,4,7002116
7,1,7,3,5,7002116
7,2,6,2,6,7002116
7,3,5,1,7,7002116
7,4,4,0,8,7002116
7,7,9,2,0,7002117
7,8,8,1,1,7002117
7,9,7,0,2,7002117
7,0,1,7,7,7002117
7,1,0,6,8,7002117
7,4,5,8,0,7002118
7,5,4,7,1,7002118
7,6,3,6,2,7002118
7,7,2,5,3,7002118
7,8,1,4,4,7002118
7,0,9,2,5,7002118
7,9,0,3,5,7002118
7,1,8,1,6,7002118
7,2,7,0,7,7002118
7,0,2,5,8,7002119
7,1,1,4,9,7002119
7,2,0,3,10,7002119
7,3,7,7,0,7002120
7,4,6,6,1,7002120
7,5,5,5,2,7002120
7,6,4,4,3,7002120
7,7,3,3,4,7002120
7,8,2,2,5,7002120
7,9,1,1,6,7002120
7,0,3,3,9,7002121
7,1,2,2,10,7002121
7,2,9,6,0,7002122
7,3,8,5,1,7002122
7,4,7,4,2,7002122
7,5,6,3,3,7002122
7,6,5,2,4,7002122
7,7,4,1,5,7002122
7,8,3,0,6,7002122
7,2,2,9,3,7002123
7,3,1,8,4,7002123
7,4,0,7,5,7002123
7,0,4,1,10,7002123
7,3,9,3,2,7002124
7,4,8,2,3,7002124
7,5,7,1,4,7002124
7,6,6,0,5,7002124
7,0,5,9,2,7002125
7,1,4,8,3,7002125
7,2,3,7,4,7002125
7,3,2,6,5,7002125
7,4,1,5,6,7002125
7,5,0,4,7,7002125
7,9,4,5,0,7002126
7,4,9,0,4,7002126
7,0,6,7,3,7002127
7,1,5,6,4,7002127
7,2,4,5,5,7002127
7,3,3,4,6,7002127
7,4,2,3,7,7002127
7,5,1,2,8,7002127
7,6,0,1,9,7002127
7,8,6,4,0,7002128
7,9,5,3,1,7002128
7,6,1,9,1,7002129
7,7,0,8,2,7002129
7,0,7,5,4,7002129
7,1,6,4,5,7002129
7,2,5,3,6,7002129
7,3,4,2,7,7002129
7,4,3,1,8,7002129
7,5,2,0,9,7002129
7,7,8,3,0,7002130
7,8,7,2,1,7002130
7,9,6,1,2,7002130
7,0,0,8,7,7002130
7,4,4,9,0,7002131
7,5,3,8,1,7002131
7,6,2,7,2,7002131
7,7,1,6,3,7002131
7,8,0,5,4,7002131
7,0,8,3,5,7002131
7,1,7,2,6,7002131
7,2,6,1,7,7002131
7,3,5,0,8,7002131
7,7,9,1,1,7002132
7,8,8,0,2,7002132
7,0,1,6,8,7002132
7,1,0,5,9,7002132
7,3,6,8,0,7002133
7,4,5,7,1,7002133
7,5,4,6,2,7002133
7,6,3,5,3,7002133
7,7,2,4,4,7002133
7,8,1,3,5,7002133
7,0,9,1,6,7002133
7,9,0,2,6,7002133
7,1,8,0,7,7002133
7,0,2,4,9,7002134
7,1,1,3,10,7002134
7,2,8,7,0,7002135
7,3,7,6,1,7002135
7,4,6,5,2,7002135
7,5,5,4,3,7002135
7,6,4,3,4,7002135
7,7,3,2,5,7002135
7,8,2,1,6,7002135
7,9,1,0,7,7002135
7,3,0,9,4,7002136
7,0,3,2,10,7002136
7,2,9,5,1,7002137
7,3,8,4,2,7002137
7,4,7,3,3,7002137
7,5,6,2,4,7002137
7,6,5,1,5,7002137
7,7,4,0,6,7002137
7,1,3,9,3,7002138
7,2,2,8,4,7002138
7,3,1,7,5,7002138
7,4,0,6,6,7002138
7,9,3,6,0,7002139
7,3,9,2,3,7002139
7,4,8,1,4,7002139
7,5,7,0,5,7002139
7,0,5,8,3,7002140
7,1,4,7,4,7002140
7,2,3,6,5,7002140
7,3,2,5,6,7002140
7,4,1,4,7,7002140
7,5,0,3,8,7002140
7,8,5,5,0,7002141
7,9,4,4,1,7002141
7,0,6,6,4,7002142
7,1,5,5,5,7002142
7,2,4,4,6,7002142
7,3,3,3,7,7002142
7,4,2,2,8,7002142
7,5,1,1,9,7002142
7,6,0,0,10,7002142
7,7,7,4,0,7002143
7,8,6,3,1,7002143
7,9,5,2,2,7002143
7,5,2,9,1,7002144
7,6,1,8,2,7002144
7,7,0,7,3,7002144
7,0,7,4,5,7002144
7,1,6,3,6,7002144
7,2,5,2,7,7002144
7,3,4,1,8,7002144
7,4,3,0,9,7002144
7,6,9,3,0,7002145
7,7,8,2,1,7002145
7,8,7,1,2,7002145
7,9,6,0,3,7002145
